origin,    yr,trip_code,  sample_no,sub_sample_no,area ,species,    fish_no,  lgth,lgth_code,sex,gonad_stage,     weight,otolith_weight,otolith_weight2,otolith_lgth,otolith_width,material1,material2,fish_select_meth,proj_code   ,collection_date,comments
KAH,2020,kah2001,44,1,BPLE,SNA,18,28,E,1,3,486,,,,,1,,1,INT201803,23/02/2020,
KAH,2020,kah2001,44,1,BPLE,SNA,19,16.7,E,1,1,90,,,,,1,,1,INT201803,23/02/2020,
KAH,2020,kah2001,44,1,BPLE,SNA,20,16.1,E,1,1,104,,,,,1,,1,INT201803,23/02/2020,
KAH,2020,kah2001,44,1,BPLE,SNA,21,17,E,2,1,120,,,,,1,,1,INT201803,23/02/2020,
KAH,2020,kah2001,44,1,BPLE,SNA,22,20.6,E,2,1,204,,,,,1,,1,INT201803,23/02/2020,
KAH,2020,kah2001,44,1,BPLE,SNA,23,17,E,3,,118,,,,,1,,1,INT201803,23/02/2020,
KAH,2020,kah2001,44,1,BPLE,SNA,24,16,E,3,,94,,,,,1,,1,INT201803,23/02/2020,
KAH,2020,kah2001,44,1,BPLE,SNA,25,48.8,E,2,3,2624,,,,,1,,1,INT201803,23/02/2020,
KAH,2020,kah2001,45,1,BPLE,SNA,1,30.5,E,1,3,718,,,,,1,,1,INT201803,23/02/2020,
KAH,2020,kah2001,45,1,BPLE,SNA,2,31.5,E,1,3,698,,,,,1,,1,INT201803,23/02/2020,
KAH,2020,kah2001,45,1,BPLE,SNA,3,33.9,E,1,2,776,,,,,1,,1,INT201803,23/02/2020,
KAH,2020,kah2001,45,1,BPLE,SNA,4,33.2,E,2,3,882,,,,,1,,1,INT201803,23/02/2020,
KAH,2020,kah2001,45,1,BPLE,SNA,5,25.2,E,1,2,344,,,,,1,,1,INT201803,23/02/2020,
KAH,2020,kah2001,45,1,BPLE,SNA,6,25.4,E,1,2,380,,,,,1,,1,INT201803,23/02/2020,
KAH,2020,kah2001,45,1,BPLE,SNA,7,25.1,E,1,2,392,,,,,1,,1,INT201803,23/02/2020,
KAH,2020,kah2001,45,1,BPLE,SNA,8,22.1,E,2,3,260,,,,,1,,1,INT201803,23/02/2020,
KAH,2020,kah2001,45,1,BPLE,SNA,9,27.1,E,1,3,414,,,,,1,,1,INT201803,23/02/2020,
KAH,2020,kah2001,45,1,BPLE,SNA,10,21.7,E,1,2,246,,,,,1,,1,INT201803,23/02/2020,
KAH,2020,kah2001,45,1,BPLE,SNA,11,26.2,E,1,2,414,,,,,1,,1,INT201803,23/02/2020,
KAH,2020,kah2001,45,1,BPLE,SNA,12,29.5,E,2,3,586,,,,,1,,1,INT201803,23/02/2020,
KAH,2020,kah2001,45,1,BPLE,SNA,13,34.2,E,1,2,882,,,,,1,,1,INT201803,23/02/2020,
KAH,2020,kah2001,45,1,BPLE,SNA,14,41.8,E,1,2,1464,,,,,1,,1,INT201803,23/02/2020,
KAH,2020,kah2001,45,1,BPLE,SNA,15,25.8,E,1,2,426,,,,,1,,1,INT201803,23/02/2020,
KAH,2020,kah2001,45,1,BPLE,SNA,16,27.5,E,1,2,518,,,,,1,,1,INT201803,23/02/2020,
KAH,2020,kah2001,45,1,BPLE,SNA,17,29.7,E,2,3,612,,,,,1,,1,INT201803,23/02/2020,
KAH,2020,kah2001,45,1,BPLE,SNA,18,31.4,E,2,2,718,,,,,1,,1,INT201803,23/02/2020,
KAH,2020,kah2001,45,1,BPLE,SNA,19,25.1,E,2,3,348,,,,,1,,1,INT201803,23/02/2020,
KAH,2020,kah2001,45,1,BPLE,SNA,20,24.4,E,1,2,354,,,,,1,,1,INT201803,23/02/2020,
KAH,2020,kah2001,45,1,BPLE,SNA,21,48.5,E,2,3,2344,,,,,1,,1,INT201803,23/02/2020,
KAH,2020,kah2001,45,1,BPLE,SNA,22,14.9,E,3,,74,,,,,1,,1,INT201803,23/02/2020,
KAH,2020,kah2001,45,1,BPLE,SNA,23,18.9,E,2,1,162,,,,,1,,1,INT201803,23/02/2020,
KAH,2020,kah2001,46,1,BPLE,SNA,1,27.1,E,2,3,406,,,,,1,,1,INT201803,23/02/2020,
KAH,2020,kah2001,46,1,BPLE,SNA,2,30.5,E,2,2,610,,,,,1,,1,INT201803,23/02/2020,
KAH,2020,kah2001,46,1,BPLE,SNA,3,26.5,E,1,2,454,,,,,1,,1,INT201803,23/02/2020,
KAH,2020,kah2001,46,1,BPLE,SNA,4,26.4,E,1,3,424,,,,,1,,1,INT201803,23/02/2020,
KAH,2020,kah2001,46,1,BPLE,SNA,5,28.2,E,2,3,408,,,,,1,,1,INT201803,23/02/2020,
KAH,2020,kah2001,46,1,BPLE,SNA,6,25.8,E,2,3,396,,,,,1,,1,INT201803,23/02/2020,
KAH,2020,kah2001,46,1,BPLE,SNA,7,22.1,E,1,2,262,,,,,1,,1,INT201803,23/02/2020,
KAH,2020,kah2001,46,1,BPLE,SNA,8,24.5,E,1,2,338,,,,,1,,1,INT201803,23/02/2020,
KAH,2020,kah2001,46,1,BPLE,SNA,9,25.4,E,1,2,368,,,,,1,,1,INT201803,23/02/2020,
KAH,2020,kah2001,46,1,BPLE,SNA,10,25.7,E,2,2,364,,,,,1,,1,INT201803,23/02/2020,
KAH,2020,kah2001,46,1,BPLE,SNA,11,29.1,E,2,2,562,,,,,1,,1,INT201803,23/02/2020,
KAH,2020,kah2001,46,1,BPLE,SNA,12,18.9,E,2,1,162,,,,,1,,1,INT201803,23/02/2020,
KAH,2020,kah2001,46,1,BPLE,SNA,13,17.6,E,2,1,118,,,,,1,,1,INT201803,23/02/2020,
KAH,2020,kah2001,46,1,BPLE,SNA,14,14.2,E,3,,68,,,,,1,,1,INT201803,23/02/2020,
KAH,2020,kah2001,46,1,BPLE,SNA,15,13.3,E,3,,52,,,,,1,,1,INT201803,23/02/2020,
KAH,2020,kah2001,46,1,BPLE,SNA,16,9.6,E,3,,22,,,,,1,,1,INT201803,23/02/2020,
KAH,2020,kah2001,46,1,BPLE,SNA,17,9.8,E,3,,22,,,,,1,,1,INT201803,23/02/2020,
KAH,2020,kah2001,46,1,BPLE,SNA,18,9.7,E,3,,20,,,,,1,,1,INT201803,23/02/2020,
KAH,2020,kah2001,46,1,BPLE,SNA,19,10.4,E,3,,26,,,,,1,,1,INT201803,23/02/2020,
KAH,2020,kah2001,46,1,BPLE,SNA,20,8.5,E,3,,14,,,,,1,,1,INT201803,23/02/2020,
KAH,2020,kah2001,46,1,BPLE,SNA,21,8.5,E,3,,14,,,,,1,,1,INT201803,23/02/2020,
KAH,2020,kah2001,46,1,BPLE,SNA,22,16.3,E,3,,106,,,,,1,,1,INT201803,23/02/2020,
KAH,2020,kah2001,46,1,BPLE,SNA,23,14.1,E,3,,76,,,,,1,,1,INT201803,23/02/2020,
KAH,2020,kah2001,47,1,BPLE,SNA,1,25.7,E,2,2,400,,,,,1,,1,INT201803,23/02/2020,
KAH,2020,kah2001,47,1,BPLE,SNA,2,34.8,E,2,5,984,,,,,1,,1,INT201803,23/02/2020,
KAH,2020,kah2001,47,1,BPLE,SNA,3,39,E,1,2,1200,,,,,1,,1,INT201803,23/02/2020,
KAH,2020,kah2001,47,1,BPLE,SNA,4,27,E,1,2,438,,,,,1,,1,INT201803,23/02/2020,
KAH,2020,kah2001,47,1,BPLE,SNA,5,27.8,E,1,2,488,,,,,1,,1,INT201803,23/02/2020,
KAH,2020,kah2001,47,1,BPLE,SNA,6,22.6,E,2,2,282,,,,,1,,1,INT201803,23/02/2020,
KAH,2020,kah2001,47,1,BPLE,SNA,7,26.1,E,2,3,416,,,,,1,,1,INT201803,23/02/2020,
KAH,2020,kah2001,47,1,BPLE,SNA,8,21.1,E,2,1,230,,,,,1,,1,INT201803,23/02/2020,
KAH,2020,kah2001,47,1,BPLE,SNA,10,18.6,E,2,1,246,,,,,1,,1,INT201803,23/02/2020,
KAH,2020,kah2001,47,1,BPLE,SNA,11,20.2,E,1,1,178,,,,,1,,1,INT201803,23/02/2020,
KAH,2020,kah2001,47,1,BPLE,SNA,12,18.1,E,2,1,144,,,,,1,,1,INT201803,23/02/2020,
KAH,2020,kah2001,47,1,BPLE,SNA,13,17.7,E,3,,138,,,,,1,,1,INT201803,23/02/2020,
KAH,2020,kah2001,47,1,BPLE,SNA,14,16.5,E,3,,106,,,,,1,,1,INT201803,23/02/2020,
KAH,2020,kah2001,47,1,BPLE,SNA,15,17,E,3,,112,,,,,1,,1,INT201803,23/02/2020,
KAH,2020,kah2001,47,1,BPLE,SNA,16,17.2,E,3,,114,,,,,1,,1,INT201803,23/02/2020,
KAH,2020,kah2001,47,1,BPLE,SNA,17,13.6,E,3,,62,,,,,1,,1,INT201803,23/02/2020,
KAH,2020,kah2001,47,1,BPLE,SNA,18,13.7,E,3,,62,,,,,1,,1,INT201803,23/02/2020,
KAH,2020,kah2001,47,1,BPLE,SNA,20,9.9,E,3,,20,,,,,1,,1,INT201803,23/02/2020,
KAH,2020,kah2001,47,1,BPLE,SNA,21,8.9,E,3,,16,,,,,1,,1,INT201803,23/02/2020,
KAH,2020,kah2001,47,1,BPLE,SNA,22,17.3,E,3,,118,,,,,1,,1,INT201803,23/02/2020,
KAH,2020,kah2001,47,1,BPLE,SNA,23,12.6,E,3,,56,,,,,1,,1,INT201803,23/02/2020,
KAH,2020,kah2001,47,1,BPLE,SNA,24,12.5,E,3,,44,,,,,1,,1,INT201803,23/02/2020,
KAH,2020,kah2001,47,1,BPLE,SNA,25,9.2,E,3,,16,,,,,1,,1,INT201803,23/02/2020,
KAH,2020,kah2001,47,1,BPLE,SNA,26,8.5,E,3,,12,,,,,1,,1,INT201803,23/02/2020,
KAH,2020,kah2001,48,1,BPLE,SNA,1,29.8,E,2,2,656,,,,,1,,1,INT201803,23/02/2020,
KAH,2020,kah2001,48,1,BPLE,SNA,2,27.5,E,1,3,516,,,,,1,,1,INT201803,23/02/2020,
KAH,2020,kah2001,48,1,BPLE,SNA,16,15,E,3,,100,,,,,1,,1,INT201803,23/02/2020,
KAH,2020,kah2001,48,1,BPLE,SNA,17,12.7,E,3,,48,,,,,1,,1,INT201803,23/02/2020,
KAH,2020,kah2001,48,1,BPLE,SNA,18,11.1,E,3,,30,,,,,1,,1,INT201803,23/02/2020,
KAH,2020,kah2001,48,1,BPLE,SNA,19,11.4,E,3,,40,,,,,1,,1,INT201803,23/02/2020,
KAH,2020,kah2001,48,1,BPLE,SNA,20,10.7,E,3,,78,,,,,1,,1,INT201803,23/02/2020,
KAH,2020,kah2001,49,1,BPLE,SNA,1,24.8,E,2,3,348,,,,,1,,1,INT201803,23/02/2020,
KAH,2020,kah2001,49,1,BPLE,SNA,2,33.2,E,2,2,880,,,,,1,,1,INT201803,23/02/2020,
KAH,2020,kah2001,49,1,BPLE,SNA,3,58.8,E,2,3,4448,,,,,1,,1,INT201803,23/02/2020,
KAH,2020,kah2001,49,1,BPLE,SNA,4,25.5,E,2,3,372,,,,,1,,1,INT201803,23/02/2020,
KAH,2020,kah2001,49,1,BPLE,SNA,5,29.7,E,2,2,590,,,,,1,,1,INT201803,23/02/2020,
KAH,2020,kah2001,49,1,BPLE,SNA,6,34,E,1,2,958,,,,,1,,1,INT201803,23/02/2020,
KAH,2020,kah2001,49,1,BPLE,SNA,7,34.3,E,1,2,924,,,,,1,,1,INT201803,23/02/2020,
KAH,2020,kah2001,49,1,BPLE,SNA,8,27.7,E,2,3,458,,,,,1,,1,INT201803,23/02/2020,
KAH,2020,kah2001,49,1,BPLE,SNA,9,30.4,E,2,3,656,,,,,1,,1,INT201803,23/02/2020,
KAH,2020,kah2001,49,1,BPLE,SNA,10,27.7,E,2,3,514,,,,,1,,1,INT201803,23/02/2020,
KAH,2020,kah2001,49,1,BPLE,SNA,11,27.5,E,2,3,484,,,,,1,,1,INT201803,23/02/2020,
KAH,2020,kah2001,49,1,BPLE,SNA,12,25.1,E,1,1,332,,,,,1,,1,INT201803,23/02/2020,
KAH,2020,kah2001,49,1,BPLE,SNA,13,27.9,E,1,2,534,,,,,1,,1,INT201803,23/02/2020,
KAH,2020,kah2001,49,1,BPLE,SNA,14,27,E,2,3,446,,,,,1,,1,INT201803,23/02/2020,
KAH,2020,kah2001,49,1,BPLE,SNA,15,25.1,E,1,3,354,,,,,1,,1,INT201803,23/02/2020,
KAH,2020,kah2001,49,1,BPLE,SNA,16,18.3,E,2,1,166,,,,,1,,1,INT201803,23/02/2020,
KAH,2020,kah2001,49,1,BPLE,SNA,17,16.4,E,3,,106,,,,,1,,1,INT201803,23/02/2020,
KAH,2020,kah2001,49,1,BPLE,SNA,18,15.1,E,3,,80,,,,,1,,1,INT201803,23/02/2020,
KAH,2020,kah2001,49,1,BPLE,SNA,19,18.4,E,3,,154,,,,,1,,1,INT201803,23/02/2020,
KAH,2020,kah2001,49,1,BPLE,SNA,20,16.1,E,3,,104,,,,,1,,1,INT201803,23/02/2020,
KAH,2020,kah2001,49,1,BPLE,SNA,21,10.5,E,3,,28,,,,,1,,1,INT201803,23/02/2020,
KAH,2020,kah2001,49,1,BPLE,SNA,22,9.5,E,3,,22,,,,,1,,1,INT201803,23/02/2020,
KAH,2020,kah2001,49,1,BPLE,SNA,23,8.8,E,3,,14,,,,,1,,1,INT201803,23/02/2020,
KAH,2020,kah2001,49,1,BPLE,SNA,24,7.5,E,3,,12,,,,,1,,1,INT201803,23/02/2020,
KAH,2020,kah2001,49,1,BPLE,SNA,25,14.8,E,3,,78,,,,,1,,1,INT201803,23/02/2020,
KAH,2020,kah2001,49,1,BPLE,SNA,26,9,E,3,,16,,,,,1,,1,INT201803,23/02/2020,
KAH,2020,kah2001,50,1,BPLE,SNA,1,27.8,E,1,2,516,,,,,1,,1,INT201803,23/02/2020,
KAH,2020,kah2001,50,1,BPLE,SNA,2,30.7,E,2,2,608,,,,,1,,1,INT201803,23/02/2020,
KAH,2020,kah2001,50,1,BPLE,SNA,3,30.3,E,1,2,622,,,,,1,,1,INT201803,23/02/2020,
KAH,2020,kah2001,50,1,BPLE,SNA,4,35.7,E,2,3,946,,,,,1,,1,INT201803,23/02/2020,
KAH,2020,kah2001,50,1,BPLE,SNA,5,27,E,1,2,470,,,,,1,,1,INT201803,23/02/2020,
KAH,2020,kah2001,50,1,BPLE,SNA,6,36.1,E,2,3,1064,,,,,1,,1,INT201803,23/02/2020,
KAH,2020,kah2001,50,1,BPLE,SNA,7,37.3,E,1,3,1012,,,,,1,,1,INT201803,23/02/2020,
KAH,2020,kah2001,50,1,BPLE,SNA,8,31.8,E,1,2,758,,,,,1,,1,INT201803,23/02/2020,
KAH,2020,kah2001,50,1,BPLE,SNA,9,27.2,E,1,2,480,,,,,1,,1,INT201803,23/02/2020,
KAH,2020,kah2001,50,1,BPLE,SNA,10,31.5,E,2,3,702,,,,,1,,1,INT201803,23/02/2020,
KAH,2020,kah2001,50,1,BPLE,SNA,11,29,E,1,2,538,,,,,1,,1,INT201803,23/02/2020,
KAH,2020,kah2001,50,1,BPLE,SNA,12,40.3,E,1,2,1260,,,,,1,,1,INT201803,23/02/2020,
KAH,2020,kah2001,50,1,BPLE,SNA,13,31.6,E,1,2,764,,,,,1,,1,INT201803,23/02/2020,
KAH,2020,kah2001,50,1,BPLE,SNA,14,17.6,E,3,,126,,,,,1,,1,INT201803,23/02/2020,
KAH,2020,kah2001,50,1,BPLE,SNA,15,12.7,E,3,,56,,,,,1,,1,INT201803,23/02/2020,
KAH,2020,kah2001,50,1,BPLE,SNA,16,10.6,E,3,,40,,,,,1,,1,INT201803,23/02/2020,
KAH,2020,kah2001,50,1,BPLE,SNA,17,9.7,E,3,,20,,,,,1,,1,INT201803,23/02/2020,
KAH,2020,kah2001,50,1,BPLE,SNA,18,17.1,E,2,1,108,,,,,1,,1,INT201803,23/02/2020,
KAH,2020,kah2001,50,1,BPLE,SNA,19,13.1,E,3,,48,,,,,1,,1,INT201803,23/02/2020,
KAH,2020,kah2001,50,1,BPLE,SNA,20,13.2,E,3,,70,,,,,1,,1,INT201803,23/02/2020,
KAH,2020,kah2001,50,1,BPLE,SNA,21,12.2,E,3,,50,,,,,1,,1,INT201803,23/02/2020,
KAH,2020,kah2001,50,1,BPLE,SNA,22,8.4,E,3,,14,,,,,1,,1,INT201803,23/02/2020,
KAH,2020,kah2001,50,1,BPLE,SNA,23,16.8,E,1,1,158,,,,,1,,1,INT201803,23/02/2020,
KAH,2020,kah2001,51,1,BPLE,SNA,1,36.1,E,2,7,1006,,,,,1,,1,INT201803,24/02/2020,
KAH,2020,kah2001,51,1,BPLE,SNA,2,31.3,E,2,2,742,,,,,1,,1,INT201803,24/02/2020,
KAH,2020,kah2001,51,1,BPLE,SNA,3,28.7,E,1,2,510,,,,,1,,1,INT201803,24/02/2020,
KAH,2020,kah2001,51,1,BPLE,SNA,4,35,E,2,2,874,,,,,1,,1,INT201803,24/02/2020,
KAH,2020,kah2001,51,1,BPLE,SNA,5,31.9,E,1,2,654,,,,,1,,1,INT201803,24/02/2020,
KAH,2020,kah2001,51,1,BPLE,SNA,6,29.5,E,2,2,584,,,,,1,,1,INT201803,24/02/2020,
KAH,2020,kah2001,51,1,BPLE,SNA,7,27.5,E,2,2,466,,,,,1,,1,INT201803,24/02/2020,
KAH,2020,kah2001,51,1,BPLE,SNA,8,33.8,E,2,2,814,,,,,1,,1,INT201803,24/02/2020,
KAH,2020,kah2001,51,1,BPLE,SNA,9,31.1,E,1,2,722,,,,,1,,1,INT201803,24/02/2020,
KAH,2020,kah2001,51,1,BPLE,SNA,10,44.4,E,2,2,,,,,,1,,1,INT201803,24/02/2020,
KAH,2020,kah2001,51,1,BPLE,SNA,11,45,E,2,2,,,,,,1,,1,INT201803,24/02/2020,
KAH,2020,kah2001,51,1,BPLE,SNA,12,33.9,E,1,2,870,,,,,1,,1,INT201803,24/02/2020,
KAH,2020,kah2001,51,1,BPLE,SNA,13,28.7,E,1,5,556,,,,,1,,1,INT201803,24/02/2020,
KAH,2020,kah2001,51,1,BPLE,SNA,14,41.7,E,2,2,1402,,,,,1,,1,INT201803,24/02/2020,
KAH,2020,kah2001,51,1,BPLE,SNA,15,25.1,E,2,2,346,,,,,1,,1,INT201803,24/02/2020,
KAH,2020,kah2001,51,1,BPLE,SNA,16,26.7,E,2,2,414,,,,,1,,1,INT201803,24/02/2020,
KAH,2020,kah2001,51,1,BPLE,SNA,17,31.4,E,2,2,714,,,,,1,,1,INT201803,24/02/2020,
KAH,2020,kah2001,51,1,BPLE,SNA,18,32.4,E,2,2,778,,,,,1,,1,INT201803,24/02/2020,
KAH,2020,kah2001,51,1,BPLE,SNA,19,25.7,E,2,2,390,,,,,1,,1,INT201803,24/02/2020,
KAH,2020,kah2001,51,1,BPLE,SNA,20,49.8,E,2,7,2610,,,,,1,,1,INT201803,24/02/2020,
KAH,2020,kah2001,51,1,BPLE,SNA,21,58.3,E,2,2,3812,,,,,1,,1,INT201803,24/02/2020,
KAH,2020,kah2001,51,1,BPLE,SNA,22,25,E,1,2,380,,,,,1,,1,INT201803,24/02/2020,
KAH,2020,kah2001,51,1,BPLE,SNA,23,51.7,E,2,2,3124,,,,,1,,1,INT201803,24/02/2020,
KAH,2020,kah2001,52,1,BPLE,SNA,1,37.3,E,2,2,1034,,,,,1,,1,INT201803,24/02/2020,
KAH,2020,kah2001,52,1,BPLE,SNA,2,27.9,E,2,2,590,,,,,1,,1,INT201803,24/02/2020,
KAH,2020,kah2001,52,1,BPLE,SNA,3,30.1,E,1,2,635,,,,,1,,1,INT201803,24/02/2020,
KAH,2020,kah2001,52,1,BPLE,SNA,4,32.1,E,1,2,695,,,,,1,,1,INT201803,24/02/2020,
KAH,2020,kah2001,52,1,BPLE,SNA,5,33.2,E,1,2,770,,,,,1,,1,INT201803,24/02/2020,
KAH,2020,kah2001,52,1,BPLE,SNA,6,27.6,E,1,2,450,,,,,1,,1,INT201803,24/02/2020,
KAH,2020,kah2001,52,1,BPLE,SNA,7,49.1,E,2,7,2190,,,,,1,,1,INT201803,24/02/2020,
KAH,2020,kah2001,52,1,BPLE,SNA,8,37.2,E,1,2,1085,,,,,1,,1,INT201803,24/02/2020,
KAH,2020,kah2001,52,1,BPLE,SNA,9,37.9,E,1,2,1060,,,,,1,,1,INT201803,24/02/2020,
KAH,2020,kah2001,52,1,BPLE,SNA,10,36.4,E,1,2,1085,,,,,1,,1,INT201803,24/02/2020,
KAH,2020,kah2001,52,1,BPLE,SNA,11,34,E,1,2,905,,,,,1,,1,INT201803,24/02/2020,
KAH,2020,kah2001,52,1,BPLE,SNA,12,30,E,2,2,595,,,,,1,,1,INT201803,24/02/2020,
KAH,2020,kah2001,52,1,BPLE,SNA,13,32.1,E,2,2,780,,,,,1,,1,INT201803,24/02/2020,
KAH,2020,kah2001,52,1,BPLE,SNA,14,34.1,E,2,2,910,,,,,1,,1,INT201803,24/02/2020,
KAH,2020,kah2001,52,1,BPLE,SNA,15,33.1,E,1,2,840,,,,,1,,1,INT201803,24/02/2020,
KAH,2020,kah2001,52,1,BPLE,SNA,16,30.7,E,1,2,625,,,,,1,,1,INT201803,24/02/2020,
KAH,2020,kah2001,52,1,BPLE,SNA,17,29,E,2,2,565,,,,,1,,1,INT201803,24/02/2020,
KAH,2020,kah2001,52,1,BPLE,SNA,18,29.4,E,2,2,560,,,,,1,,1,INT201803,24/02/2020,
KAH,2020,kah2001,52,1,BPLE,SNA,19,43.2,E,1,2,1780,,,,,1,,1,INT201803,24/02/2020,
KAH,2020,kah2001,52,1,BPLE,SNA,20,38.3,E,1,2,1285,,,,,1,,1,INT201803,24/02/2020,
KAH,2020,kah2001,52,1,BPLE,SNA,21,49.7,E,2,4,2440,,,,,1,,1,INT201803,24/02/2020,
KAH,2020,kah2001,52,1,BPLE,SNA,22,34.8,E,2,7,885,,,,,1,,1,INT201803,24/02/2020,
KAH,2020,kah2001,53,1,BPLE,SNA,1,23.8,E,2,1,322,,,,,1,,1,INT201803,24/02/2020,
KAH,2020,kah2001,53,1,BPLE,SNA,2,29.9,E,1,2,586,,,,,1,,1,INT201803,24/02/2020,
KAH,2020,kah2001,53,1,BPLE,SNA,3,27.2,E,1,2,474,,,,,1,,1,INT201803,24/02/2020,
KAH,2020,kah2001,53,1,BPLE,SNA,4,33,E,1,2,806,,,,,1,,1,INT201803,24/02/2020,
KAH,2020,kah2001,53,1,BPLE,SNA,5,36.9,E,2,2,1096,,,,,1,,1,INT201803,24/02/2020,
KAH,2020,kah2001,53,1,BPLE,SNA,6,31.8,E,2,2,754,,,,,1,,1,INT201803,24/02/2020,
KAH,2020,kah2001,53,1,BPLE,SNA,7,27.9,E,1,2,568,,,,,1,,1,INT201803,24/02/2020,
KAH,2020,kah2001,53,1,BPLE,SNA,8,32.2,E,2,2,754,,,,,1,,1,INT201803,24/02/2020,
KAH,2020,kah2001,53,1,BPLE,SNA,9,23.4,E,1,1,306,,,,,1,,1,INT201803,24/02/2020,
KAH,2020,kah2001,53,1,BPLE,SNA,10,38.9,E,2,2,1248,,,,,1,,1,INT201803,24/02/2020,
KAH,2020,kah2001,53,1,BPLE,SNA,11,37.7,E,1,2,1242,,,,,1,,1,INT201803,24/02/2020,
KAH,2020,kah2001,53,1,BPLE,SNA,12,31.4,E,2,2,696,,,,,1,,1,INT201803,24/02/2020,
KAH,2020,kah2001,53,1,BPLE,SNA,13,27.3,E,1,1,470,,,,,1,,1,INT201803,24/02/2020,
KAH,2020,kah2001,53,1,BPLE,SNA,14,38.1,E,2,2,1146,,,,,1,,1,INT201803,24/02/2020,
KAH,2020,kah2001,53,1,BPLE,SNA,15,22.9,E,2,1,274,,,,,1,,1,INT201803,24/02/2020,
KAH,2020,kah2001,53,1,BPLE,SNA,16,17.3,E,3,,110,,,,,1,,1,INT201803,24/02/2020,
KAH,2020,kah2001,53,1,BPLE,SNA,17,13.8,E,3,,64,,,,,1,,1,INT201803,24/02/2020,
KAH,2020,kah2001,53,1,BPLE,SNA,18,17.9,E,3,,140,,,,,1,,1,INT201803,24/02/2020,
KAH,2020,kah2001,53,1,BPLE,SNA,19,14.1,E,3,,74,,,,,1,,1,INT201803,24/02/2020,
KAH,2020,kah2001,53,1,BPLE,SNA,20,9.4,E,3,,20,,,,,1,,1,INT201803,24/02/2020,
