origin,    yr,trip_code,  sample_no,sub_sample_no,area ,species,    fish_no,  lgth,lgth_code,sex,gonad_stage,     weight,otolith_weight,otolith_weight2,otolith_lgth,otolith_width,material1,material2,fish_select_meth,proj_code   ,collection_date,comments
KAH,2020,kah2001,1,1,BPLE,SNA,1,45.6,E,2,,,,,,,1,,1,INT201803,15/02/2020,
KAH,2020,kah2001,1,1,BPLE,SNA,2,37.8,E,2,,1179,,,,,1,,1,INT201803,15/02/2020,
KAH,2020,kah2001,1,1,BPLE,SNA,3,34.8,E,2,,895,,,,,1,,1,INT201803,15/02/2020,
KAH,2020,kah2001,1,1,BPLE,SNA,4,30.3,E,3,,587,,,,,1,,1,INT201803,15/02/2020,
KAH,2020,kah2001,1,1,BPLE,SNA,5,33.6,E,2,,709,,,,,1,,1,INT201803,15/02/2020,
KAH,2020,kah2001,1,1,BPLE,SNA,6,33.6,E,3,,821,,,,,1,,1,INT201803,15/02/2020,
KAH,2020,kah2001,1,1,BPLE,SNA,7,32.1,E,2,,718,,,,,1,,1,INT201803,15/02/2020,
KAH,2020,kah2001,1,1,BPLE,SNA,8,34.1,E,2,,870,,,,,1,,1,INT201803,15/02/2020,
KAH,2020,kah2001,1,1,BPLE,SNA,9,42,E,2,,1666,,,,,1,,1,INT201803,15/02/2020,
KAH,2020,kah2001,1,1,BPLE,SNA,10,36.5,E,2,,1013,,,,,1,,1,INT201803,15/02/2020,
KAH,2020,kah2001,1,1,BPLE,SNA,11,37.9,E,2,,1056,,,,,1,,1,INT201803,15/02/2020,
KAH,2020,kah2001,1,1,BPLE,SNA,12,34,E,1,,846,,,,,1,,1,INT201803,15/02/2020,
KAH,2020,kah2001,1,1,BPLE,SNA,13,40.3,E,1,,1307,,,,,1,,1,INT201803,15/02/2020,
KAH,2020,kah2001,1,1,BPLE,SNA,14,40.2,E,2,,1336,,,,,1,,1,INT201803,15/02/2020,
KAH,2020,kah2001,1,1,BPLE,SNA,15,36.4,E,1,,947,,,,,1,,1,INT201803,15/02/2020,
KAH,2020,kah2001,1,1,BPLE,SNA,16,33.8,E,2,,821,,,,,1,,1,INT201803,15/02/2020,
KAH,2020,kah2001,1,1,BPLE,SNA,17,37.6,E,2,,1054,,,,,1,,1,INT201803,15/02/2020,
KAH,2020,kah2001,1,1,BPLE,SNA,18,34.2,E,1,,825,,,,,1,,1,INT201803,15/02/2020,
KAH,2020,kah2001,1,1,BPLE,SNA,19,33.3,E,1,,797,,,,,1,,1,INT201803,15/02/2020,
KAH,2020,kah2001,1,1,BPLE,SNA,20,32.8,E,2,,760,,,,,1,,1,INT201803,15/02/2020,
KAH,2020,kah2001,2,1,BPLE,SNA,1,30.1,E,1,,536,,,,,1,,1,INT201803,15/02/2020,
KAH,2020,kah2001,2,1,BPLE,SNA,2,40,E,2,,1262,,,,,1,,1,INT201803,15/02/2020,
KAH,2020,kah2001,2,1,BPLE,SNA,3,38.6,E,2,,1290,,,,,1,,1,INT201803,15/02/2020,
KAH,2020,kah2001,2,1,BPLE,SNA,4,37.4,E,3,,1276,,,,,1,,1,INT201803,15/02/2020,
KAH,2020,kah2001,2,1,BPLE,SNA,5,40.9,E,2,,1356,,,,,1,,1,INT201803,15/02/2020,
KAH,2020,kah2001,2,1,BPLE,SNA,6,40.8,E,1,,1412,,,,,1,,1,INT201803,15/02/2020,
KAH,2020,kah2001,2,1,BPLE,SNA,7,35.7,E,2,,882,,,,,1,,1,INT201803,15/02/2020,
KAH,2020,kah2001,2,1,BPLE,SNA,8,30.7,E,2,,640,,,,,1,,1,INT201803,15/02/2020,
KAH,2020,kah2001,2,1,BPLE,SNA,9,36,E,2,,906,,,,,1,,1,INT201803,15/02/2020,
KAH,2020,kah2001,2,1,BPLE,SNA,10,33.1,E,1,,724,,,,,1,,1,INT201803,15/02/2020,
KAH,2020,kah2001,2,1,BPLE,SNA,11,34.2,E,1,,830,,,,,1,,1,INT201803,15/02/2020,
KAH,2020,kah2001,2,1,BPLE,SNA,12,31,E,1,,588,,,,,1,,1,INT201803,15/02/2020,
KAH,2020,kah2001,2,1,BPLE,SNA,13,41.4,E,1,,1298,,,,,1,,1,INT201803,15/02/2020,
KAH,2020,kah2001,2,1,BPLE,SNA,14,32,E,1,,828,,,,,1,,1,INT201803,15/02/2020,
KAH,2020,kah2001,2,1,BPLE,SNA,15,42.1,E,1,,1646,,,,,1,,1,INT201803,15/02/2020,
KAH,2020,kah2001,2,1,BPLE,SNA,16,32.1,E,1,,692,,,,,1,,1,INT201803,15/02/2020,
KAH,2020,kah2001,2,1,BPLE,SNA,17,37.9,E,2,,1134,,,,,1,,1,INT201803,15/02/2020,
KAH,2020,kah2001,2,1,BPLE,SNA,18,13.8,E,2,,62,,,,,1,,1,INT201803,15/02/2020,
KAH,2020,kah2001,2,1,BPLE,SNA,19,10.3,E,3,,38,,,,,1,,1,INT201803,15/02/2020,
KAH,2020,kah2001,2,1,BPLE,SNA,20,10,E,3,,22,,,,,1,,1,INT201803,15/02/2020,
KAH,2020,kah2001,4,1,BPLE,SNA,1,35.2,E,1,,1036,,,,,1,,1,INT201803,16/02/2020,
KAH,2020,kah2001,4,1,BPLE,SNA,2,27.3,E,2,,412,,,,,1,,1,INT201803,16/02/2020,
KAH,2020,kah2001,4,1,BPLE,SNA,3,43,E,1,,1868,,,,,1,,1,INT201803,16/02/2020,
KAH,2020,kah2001,4,1,BPLE,SNA,4,36.4,E,2,,1010,,,,,1,,1,INT201803,16/02/2020,
KAH,2020,kah2001,4,1,BPLE,SNA,5,29.7,E,1,,592,,,,,1,,1,INT201803,16/02/2020,
KAH,2020,kah2001,4,1,BPLE,SNA,6,38.9,E,2,,1196,,,,,1,,1,INT201803,16/02/2020,
KAH,2020,kah2001,4,1,BPLE,SNA,7,30.3,E,1,,598,,,,,1,,1,INT201803,16/02/2020,
KAH,2020,kah2001,4,1,BPLE,SNA,8,53.5,E,2,,2870,,,,,1,,1,INT201803,16/02/2020,
KAH,2020,kah2001,4,1,BPLE,SNA,9,28.9,E,1,,530,,,,,1,,1,INT201803,16/02/2020,
KAH,2020,kah2001,4,1,BPLE,SNA,10,29.4,E,2,,530,,,,,1,,1,INT201803,16/02/2020,
KAH,2020,kah2001,4,1,BPLE,SNA,11,29.9,E,1,,596,,,,,1,,1,INT201803,16/02/2020,
KAH,2020,kah2001,4,1,BPLE,SNA,12,29.9,E,1,,638,,,,,1,,1,INT201803,16/02/2020,
KAH,2020,kah2001,4,1,BPLE,SNA,13,40.6,E,2,,1526,,,,,1,,1,INT201803,16/02/2020,
KAH,2020,kah2001,4,1,BPLE,SNA,14,35.6,E,1,,1008,,,,,1,,1,INT201803,16/02/2020,
KAH,2020,kah2001,4,1,BPLE,SNA,15,29,E,2,,576,,,,,1,,1,INT201803,16/02/2020,
KAH,2020,kah2001,4,1,BPLE,SNA,16,42.7,E,2,,1808,,,,,1,,1,INT201803,16/02/2020,
KAH,2020,kah2001,4,1,BPLE,SNA,17,29.1,E,1,,542,,,,,1,,1,INT201803,16/02/2020,
KAH,2020,kah2001,4,1,BPLE,SNA,18,28.6,E,1,,490,,,,,1,,1,INT201803,16/02/2020,
KAH,2020,kah2001,4,1,BPLE,SNA,19,27.5,E,1,,450,,,,,1,,1,INT201803,16/02/2020,
KAH,2020,kah2001,4,1,BPLE,SNA,20,10.2,E,3,,26,,,,,1,,1,INT201803,16/02/2020,
KAH,2020,kah2001,5,1,BPLE,SNA,1,39.8,E,1,,1326,,,,,1,,1,INT201803,16/02/2020,
KAH,2020,kah2001,5,1,BPLE,SNA,2,39.9,E,2,,1208,,,,,1,,1,INT201803,16/02/2020,
KAH,2020,kah2001,5,1,BPLE,SNA,3,37.3,E,1,,990,,,,,1,,1,INT201803,16/02/2020,
KAH,2020,kah2001,5,1,BPLE,SNA,4,45.9,E,2,,2062,,,,,1,,1,INT201803,16/02/2020,
KAH,2020,kah2001,5,1,BPLE,SNA,5,41.5,E,2,,1386,,,,,1,,1,INT201803,16/02/2020,
KAH,2020,kah2001,5,1,BPLE,SNA,6,41.4,E,2,,1412,,,,,1,,1,INT201803,16/02/2020,
KAH,2020,kah2001,5,1,BPLE,SNA,7,39.1,E,2,,1222,,,,,1,,1,INT201803,16/02/2020,
KAH,2020,kah2001,5,1,BPLE,SNA,8,42.7,E,3,,1694,,,,,1,,1,INT201803,16/02/2020,
KAH,2020,kah2001,5,1,BPLE,SNA,9,42,E,2,,1354,,,,,1,,1,INT201803,16/02/2020,
KAH,2020,kah2001,5,1,BPLE,SNA,10,36.5,E,1,7,924,,,,,1,,1,INT201803,16/02/2020,
KAH,2020,kah2001,5,1,BPLE,SNA,11,34.3,E,2,2,936,,,,,1,,1,INT201803,16/02/2020,
KAH,2020,kah2001,5,1,BPLE,SNA,12,46.4,E,2,2,2078,,,,,1,,1,INT201803,16/02/2020,
KAH,2020,kah2001,5,1,BPLE,SNA,13,42.8,E,1,2,1636,,,,,1,,1,INT201803,16/02/2020,
KAH,2020,kah2001,5,1,BPLE,SNA,14,33,E,1,2,788,,,,,1,,1,INT201803,16/02/2020,
KAH,2020,kah2001,5,1,BPLE,SNA,15,39.4,E,1,2,1414,,,,,1,,1,INT201803,16/02/2020,
KAH,2020,kah2001,5,1,BPLE,SNA,16,45.2,E,1,2,1974,,,,,1,,1,INT201803,16/02/2020,
KAH,2020,kah2001,5,1,BPLE,SNA,17,36.8,E,2,3,992,,,,,1,,1,INT201803,16/02/2020,
KAH,2020,kah2001,5,1,BPLE,SNA,18,34.4,E,1,4,884,,,,,1,,1,INT201803,16/02/2020,
KAH,2020,kah2001,5,1,BPLE,SNA,19,35.7,E,2,2,1022,,,,,1,,1,INT201803,16/02/2020,
KAH,2020,kah2001,5,1,BPLE,SNA,20,41.3,E,2,2,1516,,,,,1,,1,INT201803,16/02/2020,
KAH,2020,kah2001,6,1,BPLE,SNA,1,39.9,E,2,2,1322,,,,,1,,1,INT201803,16/02/2020,
KAH,2020,kah2001,6,1,BPLE,SNA,2,36.7,E,2,2,1072,,,,,1,,1,INT201803,16/02/2020,
KAH,2020,kah2001,7,1,BPLE,SNA,1,31.3,E,1,2,678,,,,,1,,1,INT201803,16/02/2020,
KAH,2020,kah2001,7,1,BPLE,SNA,2,32.4,E,2,2,708,,,,,1,,1,INT201803,16/02/2020,
KAH,2020,kah2001,7,1,BPLE,SNA,3,30.2,E,2,2,610,,,,,1,,1,INT201803,16/02/2020,
KAH,2020,kah2001,7,1,BPLE,SNA,4,38.7,E,2,2,1212,,,,,1,,1,INT201803,16/02/2020,
KAH,2020,kah2001,7,1,BPLE,SNA,5,31.2,E,2,2,712,,,,,1,,1,INT201803,16/02/2020,
KAH,2020,kah2001,7,1,BPLE,SNA,6,37.5,E,2,2,1096,,,,,1,,1,INT201803,16/02/2020,
KAH,2020,kah2001,7,1,BPLE,SNA,7,45.2,E,1,4,,,,,,1,,1,INT201803,16/02/2020,
KAH,2020,kah2001,7,1,BPLE,SNA,8,37.4,E,2,2,1082,,,,,1,,1,INT201803,16/02/2020,
KAH,2020,kah2001,7,1,BPLE,SNA,9,32.8,E,2,2,732,,,,,1,,1,INT201803,16/02/2020,
KAH,2020,kah2001,7,1,BPLE,SNA,10,30.8,E,2,2,676,,,,,1,,1,INT201803,16/02/2020,
KAH,2020,kah2001,7,1,BPLE,SNA,11,32.1,E,2,3,786,,,,,1,,1,INT201803,16/02/2020,
KAH,2020,kah2001,7,1,BPLE,SNA,12,28.8,E,2,2,496,,,,,1,,1,INT201803,16/02/2020,
KAH,2020,kah2001,7,1,BPLE,SNA,13,36.5,E,1,2,954,,,,,1,,1,INT201803,16/02/2020,
KAH,2020,kah2001,7,1,BPLE,SNA,14,31.7,E,2,2,618,,,,,1,,1,INT201803,16/02/2020,
KAH,2020,kah2001,7,1,BPLE,SNA,15,29.1,E,2,2,506,,,,,1,,1,INT201803,16/02/2020,
KAH,2020,kah2001,7,1,BPLE,SNA,16,31.3,E,2,3,660,,,,,1,,1,INT201803,16/02/2020,
KAH,2020,kah2001,7,1,BPLE,SNA,17,29.1,E,2,2,504,,,,,1,,1,INT201803,16/02/2020,
KAH,2020,kah2001,7,1,BPLE,SNA,18,34.4,E,1,2,816,,,,,1,,1,INT201803,16/02/2020,
KAH,2020,kah2001,7,1,BPLE,SNA,19,30,E,2,2,554,,,,,1,,1,INT201803,16/02/2020,
KAH,2020,kah2001,7,1,BPLE,SNA,20,35.2,E,2,2,1012,,,,,1,,1,INT201803,16/02/2020,
KAH,2020,kah2001,8,1,BPLE,SNA,1,16.2,E,1,1,118,,,,,1,,1,INT201803,16/02/2020,
KAH,2020,kah2001,8,1,BPLE,SNA,2,14.9,E,2,1,82,,,,,1,,1,INT201803,16/02/2020,
KAH,2020,kah2001,8,1,BPLE,SNA,3,15.3,E,1,1,90,,,,,1,,1,INT201803,16/02/2020,
KAH,2020,kah2001,8,1,BPLE,SNA,4,10.8,E,3,,30,,,,,1,,1,INT201803,16/02/2020,
KAH,2020,kah2001,8,1,BPLE,SNA,5,10,E,3,,32,,,,,1,,1,INT201803,16/02/2020,
KAH,2020,kah2001,8,1,BPLE,SNA,6,28,E,1,2,474,,,,,1,,1,INT201803,16/02/2020,
KAH,2020,kah2001,8,1,BPLE,SNA,7,29,E,1,2,502,,,,,1,,1,INT201803,16/02/2020,
KAH,2020,kah2001,8,1,BPLE,SNA,8,21.1,E,2,1,220,,,,,1,,1,INT201803,16/02/2020,
KAH,2020,kah2001,8,1,BPLE,SNA,9,29.6,E,1,3,600,,,,,1,,1,INT201803,16/02/2020,
KAH,2020,kah2001,8,1,BPLE,SNA,10,24.8,E,2,2,338,,,,,1,,1,INT201803,16/02/2020,
KAH,2020,kah2001,8,1,BPLE,SNA,11,25.6,E,1,2,420,,,,,1,,1,INT201803,16/02/2020,
KAH,2020,kah2001,8,1,BPLE,SNA,12,22.5,E,2,2,294,,,,,1,,1,INT201803,16/02/2020,
KAH,2020,kah2001,8,1,BPLE,SNA,13,21.7,E,1,1,254,,,,,1,,1,INT201803,16/02/2020,
KAH,2020,kah2001,8,1,BPLE,SNA,14,25.8,E,2,2,396,,,,,1,,1,INT201803,16/02/2020,
KAH,2020,kah2001,8,1,BPLE,SNA,15,28.4,E,2,2,516,,,,,1,,1,INT201803,16/02/2020,
KAH,2020,kah2001,8,1,BPLE,SNA,16,27.5,E,2,2,490,,,,,1,,1,INT201803,16/02/2020,
KAH,2020,kah2001,8,1,BPLE,SNA,17,27.9,E,2,2,484,,,,,1,,1,INT201803,16/02/2020,
KAH,2020,kah2001,8,1,BPLE,SNA,18,28,E,2,2,554,,,,,1,,1,INT201803,16/02/2020,
KAH,2020,kah2001,8,1,BPLE,SNA,19,25.7,E,1,2,452,,,,,1,,1,INT201803,16/02/2020,
KAH,2020,kah2001,8,1,BPLE,SNA,20,29.2,E,2,2,560,,,,,1,,1,INT201803,16/02/2020,
KAH,2020,kah2001,8,1,BPLE,SNA,21,28.6,E,1,3,510,,,,,1,,1,INT201803,16/02/2020,
KAH,2020,kah2001,8,1,BPLE,SNA,22,31.2,E,1,2,660,,,,,1,,1,INT201803,16/02/2020,
KAH,2020,kah2001,8,1,BPLE,SNA,23,29.4,E,1,2,558,,,,,1,,1,INT201803,16/02/2020,
KAH,2020,kah2001,8,1,BPLE,SNA,24,31.3,E,2,2,654,,,,,1,,1,INT201803,16/02/2020,
KAH,2020,kah2001,8,1,BPLE,SNA,25,34.3,E,2,2,900,,,,,1,,1,INT201803,16/02/2020,
KAH,2020,kah2001,8,1,BPLE,SNA,26,34,E,1,2,904,,,,,1,,1,INT201803,16/02/2020,
KAH,2020,kah2001,9,1,BPLE,SNA,1,30.7,E,2,2,636,,,,,1,,1,INT201803,16/02/2020,
KAH,2020,kah2001,9,1,BPLE,SNA,2,30.9,E,2,2,754,,,,,1,,1,INT201803,16/02/2020,
KAH,2020,kah2001,9,1,BPLE,SNA,3,31,E,2,2,610,,,,,1,,1,INT201803,16/02/2020,
KAH,2020,kah2001,9,1,BPLE,SNA,4,32.4,E,2,2,810,,,,,1,,1,INT201803,16/02/2020,
KAH,2020,kah2001,9,1,BPLE,SNA,5,32.6,E,1,2,810,,,,,1,,1,INT201803,16/02/2020,
KAH,2020,kah2001,9,1,BPLE,SNA,6,34.2,E,2,2,868,,,,,1,,1,INT201803,16/02/2020,
KAH,2020,kah2001,9,1,BPLE,SNA,7,36.5,E,1,2,1002,,,,,1,,1,INT201803,16/02/2020,
KAH,2020,kah2001,9,1,BPLE,SNA,8,36.8,E,1,2,1072,,,,,1,,1,INT201803,16/02/2020,
KAH,2020,kah2001,9,1,BPLE,SNA,9,30.6,E,2,2,660,,,,,1,,1,INT201803,16/02/2020,
KAH,2020,kah2001,9,1,BPLE,SNA,10,30.5,E,1,2,642,,,,,1,,1,INT201803,16/02/2020,
KAH,2020,kah2001,9,1,BPLE,SNA,11,38.6,E,2,2,1240,,,,,1,,1,INT201803,16/02/2020,
KAH,2020,kah2001,9,1,BPLE,SNA,12,34.8,E,1,2,936,,,,,1,,1,INT201803,16/02/2020,
KAH,2020,kah2001,9,1,BPLE,SNA,13,31.5,E,2,2,638,,,,,1,,1,INT201803,16/02/2020,
KAH,2020,kah2001,9,1,BPLE,SNA,14,31.5,E,2,2,666,,,,,1,,1,INT201803,16/02/2020,
KAH,2020,kah2001,9,1,BPLE,SNA,15,52.3,E,2,3,2506,,,,,1,,1,INT201803,16/02/2020,
KAH,2020,kah2001,9,1,BPLE,SNA,16,46.9,E,2,2,1900,,,,,1,,1,INT201803,16/02/2020,
KAH,2020,kah2001,10,1,BPLE,SNA,1,34.1,E,2,2,906,,,,,1,,1,INT201803,16/02/2020,
KAH,2020,kah2001,10,1,BPLE,SNA,2,27.2,E,1,2,436,,,,,1,,1,INT201803,16/02/2020,
KAH,2020,kah2001,10,1,BPLE,SNA,3,26.6,E,1,2,486,,,,,1,,1,INT201803,16/02/2020,
KAH,2020,kah2001,10,1,BPLE,SNA,4,27.3,E,1,3,474,,,,,1,,1,INT201803,16/02/2020,
KAH,2020,kah2001,10,1,BPLE,SNA,5,26.6,E,2,3,424,,,,,1,,1,INT201803,16/02/2020,
KAH,2020,kah2001,10,1,BPLE,SNA,6,40.7,E,2,2,1564,,,,,1,,1,INT201803,16/02/2020,
KAH,2020,kah2001,10,1,BPLE,SNA,7,27.7,E,2,3,486,,,,,1,,1,INT201803,16/02/2020,
KAH,2020,kah2001,10,1,BPLE,SNA,8,27,E,1,2,414,,,,,1,,1,INT201803,16/02/2020,
KAH,2020,kah2001,10,1,BPLE,SNA,9,9.6,E,3,,22,,,,,1,,1,INT201803,16/02/2020,
KAH,2020,kah2001,10,1,BPLE,SNA,10,26.7,E,1,2,482,,,,,1,,1,INT201803,16/02/2020,
KAH,2020,kah2001,10,1,BPLE,SNA,11,33.7,E,2,2,876,,,,,1,,1,INT201803,16/02/2020,
KAH,2020,kah2001,10,1,BPLE,SNA,12,29.9,E,1,2,694,,,,,1,,1,INT201803,16/02/2020,
KAH,2020,kah2001,10,1,BPLE,SNA,13,11.2,E,3,,30,,,,,1,,1,INT201803,16/02/2020,
KAH,2020,kah2001,10,1,BPLE,SNA,14,26.7,E,2,2,454,,,,,1,,1,INT201803,16/02/2020,
KAH,2020,kah2001,10,1,BPLE,SNA,15,29.5,E,1,2,546,,,,,1,,1,INT201803,16/02/2020,
KAH,2020,kah2001,10,1,BPLE,SNA,16,30.2,E,2,2,630,,,,,1,,1,INT201803,16/02/2020,
KAH,2020,kah2001,10,1,BPLE,SNA,17,27.6,E,1,3,510,,,,,1,,1,INT201803,16/02/2020,
KAH,2020,kah2001,10,1,BPLE,SNA,18,31.1,E,2,2,702,,,,,1,,1,INT201803,16/02/2020,
KAH,2020,kah2001,10,1,BPLE,SNA,19,29.9,E,2,2,640,,,,,1,,1,INT201803,16/02/2020,
KAH,2020,kah2001,10,1,BPLE,SNA,20,26.6,E,2,3,470,,,,,1,,1,INT201803,16/02/2020,
KAH,2020,kah2001,10,1,BPLE,SNA,21,9.4,E,3,,22,,,,,1,,1,INT201803,16/02/2020,
KAH,2020,kah2001,11,1,BPLE,SNA,1,28.8,E,2,3,526,,,,,1,,1,INT201803,16/02/2020,
KAH,2020,kah2001,11,1,BPLE,SNA,2,26.2,E,2,2,414,,,,,1,,1,INT201803,16/02/2020,
KAH,2020,kah2001,11,1,BPLE,SNA,3,31.3,E,2,3,716,,,,,1,,1,INT201803,16/02/2020,
KAH,2020,kah2001,11,1,BPLE,SNA,4,32.9,E,2,3,798,,,,,1,,1,INT201803,16/02/2020,
KAH,2020,kah2001,11,1,BPLE,SNA,5,37.3,E,2,2,1070,,,,,1,,1,INT201803,16/02/2020,
KAH,2020,kah2001,11,1,BPLE,SNA,6,22.2,E,2,2,256,,,,,1,,1,INT201803,16/02/2020,
KAH,2020,kah2001,11,1,BPLE,SNA,7,25.3,E,2,3,346,,,,,1,,1,INT201803,16/02/2020,
KAH,2020,kah2001,11,1,BPLE,SNA,8,21.8,E,1,2,246,,,,,1,,1,INT201803,16/02/2020,
KAH,2020,kah2001,11,1,BPLE,SNA,9,26.9,E,1,3,452,,,,,1,,1,INT201803,16/02/2020,
KAH,2020,kah2001,11,1,BPLE,SNA,10,34.5,E,2,2,862,,,,,1,,1,INT201803,16/02/2020,
KAH,2020,kah2001,11,1,BPLE,SNA,11,39.2,E,2,2,1290,,,,,1,,1,INT201803,16/02/2020,
KAH,2020,kah2001,11,1,BPLE,SNA,12,38.1,E,1,2,1328,,,,,1,,1,INT201803,16/02/2020,
KAH,2020,kah2001,11,1,BPLE,SNA,13,29.1,E,1,3,520,,,,,1,,1,INT201803,16/02/2020,
KAH,2020,kah2001,11,1,BPLE,SNA,14,29.4,E,1,2,598,,,,,1,,1,INT201803,16/02/2020,
KAH,2020,kah2001,11,1,BPLE,SNA,15,22.4,E,2,3,240,,,,,1,,1,INT201803,16/02/2020,
KAH,2020,kah2001,11,1,BPLE,SNA,16,26.3,E,1,2,450,,,,,1,,1,INT201803,16/02/2020,
KAH,2020,kah2001,11,1,BPLE,SNA,17,32.5,E,2,3,760,,,,,1,,1,INT201803,16/02/2020,
KAH,2020,kah2001,11,1,BPLE,SNA,18,27,E,2,2,446,,,,,1,,1,INT201803,16/02/2020,
KAH,2020,kah2001,11,1,BPLE,SNA,19,9.9,E,3,,24,,,,,1,,1,INT201803,16/02/2020,
KAH,2020,kah2001,11,1,BPLE,SNA,20,35.9,E,2,2,960,,,,,1,,1,INT201803,16/02/2020,
KAH,2020,kah2001,12,1,BPLE,SNA,1,34.1,E,2,3,846,,,,,1,,1,INT201803,17/02/2020,
KAH,2020,kah2001,12,1,BPLE,SNA,2,29.2,E,2,2,526,,,,,1,,1,INT201803,17/02/2020,
KAH,2020,kah2001,12,1,BPLE,SNA,3,42.1,E,1,4,1638,,,,,1,,1,INT201803,17/02/2020,
KAH,2020,kah2001,12,1,BPLE,SNA,4,36.3,E,2,3,944,,,,,1,,1,INT201803,17/02/2020,
KAH,2020,kah2001,12,1,BPLE,SNA,5,51,E,2,4,3106,,,,,1,,1,INT201803,17/02/2020,
KAH,2020,kah2001,12,1,BPLE,SNA,6,31.3,E,2,2,684,,,,,1,,1,INT201803,17/02/2020,
KAH,2020,kah2001,12,1,BPLE,SNA,7,34.1,E,1,3,826,,,,,1,,1,INT201803,17/02/2020,
KAH,2020,kah2001,12,1,BPLE,SNA,8,47.2,E,2,3,2068,,,,,1,,1,INT201803,17/02/2020,
KAH,2020,kah2001,12,1,BPLE,SNA,9,53.4,E,1,3,,,,,,1,,1,INT201803,17/02/2020,
KAH,2020,kah2001,12,1,BPLE,SNA,10,36.2,E,2,4,1120,,,,,1,,1,INT201803,17/02/2020,
KAH,2020,kah2001,12,1,BPLE,SNA,11,28.6,E,1,2,520,,,,,1,,1,INT201803,17/02/2020,
KAH,2020,kah2001,12,1,BPLE,SNA,12,30.3,E,2,2,638,,,,,1,,1,INT201803,17/02/2020,
KAH,2020,kah2001,12,1,BPLE,SNA,13,27.7,E,1,2,494,,,,,1,,1,INT201803,17/02/2020,
KAH,2020,kah2001,12,1,BPLE,SNA,14,29.9,E,2,4,616,,,,,1,,1,INT201803,17/02/2020,
KAH,2020,kah2001,12,1,BPLE,SNA,15,38.8,E,2,4,1274,,,,,1,,1,INT201803,17/02/2020,
KAH,2020,kah2001,12,1,BPLE,SNA,16,30.2,E,2,4,594,,,,,1,,1,INT201803,17/02/2020,
KAH,2020,kah2001,12,1,BPLE,SNA,17,28.6,E,1,2,502,,,,,1,,1,INT201803,17/02/2020,
KAH,2020,kah2001,12,1,BPLE,SNA,18,32.9,E,1,4,744,,,,,1,,1,INT201803,17/02/2020,
KAH,2020,kah2001,12,1,BPLE,SNA,19,38.7,E,1,5,1238,,,,,1,,1,INT201803,17/02/2020,
KAH,2020,kah2001,12,1,BPLE,SNA,20,28.2,E,2,3,480,,,,,1,,1,INT201803,17/02/2020,
KAH,2020,kah2001,13,1,BPLE,SNA,1,34.1,E,2,3,818,,,,,1,,1,INT201803,17/02/2020,
KAH,2020,kah2001,13,1,BPLE,SNA,2,29.9,E,2,3,602,,,,,1,,1,INT201803,17/02/2020,
KAH,2020,kah2001,13,1,BPLE,SNA,3,32.1,E,1,3,724,,,,,1,,1,INT201803,17/02/2020,
KAH,2020,kah2001,13,1,BPLE,SNA,4,20.9,E,2,2,208,,,,,1,,1,INT201803,17/02/2020,
KAH,2020,kah2001,13,1,BPLE,SNA,5,36.9,E,2,3,1176,,,,,1,,1,INT201803,17/02/2020,
KAH,2020,kah2001,13,1,BPLE,SNA,6,34.8,E,1,5,976,,,,,1,,1,INT201803,17/02/2020,
KAH,2020,kah2001,13,1,BPLE,SNA,7,22.6,E,1,1,284,,,,,1,,1,INT201803,17/02/2020,
KAH,2020,kah2001,13,1,BPLE,SNA,8,35.2,E,2,3,1074,,,,,1,,1,INT201803,17/02/2020,
KAH,2020,kah2001,13,1,BPLE,SNA,9,37,E,2,3,1124,,,,,1,,1,INT201803,17/02/2020,
KAH,2020,kah2001,13,1,BPLE,SNA,10,30.2,E,2,3,590,,,,,1,,1,INT201803,17/02/2020,
KAH,2020,kah2001,13,1,BPLE,SNA,11,26.7,E,1,3,410,,,,,1,,1,INT201803,17/02/2020,
KAH,2020,kah2001,13,1,BPLE,SNA,12,25.1,E,2,2,388,,,,,1,,1,INT201803,17/02/2020,
KAH,2020,kah2001,13,1,BPLE,SNA,13,35.7,E,1,5,1002,,,,,1,,1,INT201803,17/02/2020,
KAH,2020,kah2001,13,1,BPLE,SNA,14,31,E,1,2,668,,,,,1,,1,INT201803,17/02/2020,
KAH,2020,kah2001,13,1,BPLE,SNA,15,29.6,E,2,3,564,,,,,1,,1,INT201803,17/02/2020,
KAH,2020,kah2001,13,1,BPLE,SNA,16,26.4,E,1,2,432,,,,,1,,1,INT201803,17/02/2020,
KAH,2020,kah2001,13,1,BPLE,SNA,17,28.4,E,2,3,484,,,,,1,,1,INT201803,17/02/2020,
KAH,2020,kah2001,13,1,BPLE,SNA,18,26.4,E,1,2,432,,,,,1,,1,INT201803,17/02/2020,
KAH,2020,kah2001,13,1,BPLE,SNA,19,19.7,E,2,1,180,,,,,1,,1,INT201803,17/02/2020,
KAH,2020,kah2001,13,1,BPLE,SNA,20,12,E,3,,48,,,,,1,,1,INT201803,17/02/2020,
KAH,2020,kah2001,13,1,BPLE,SNA,21,16.4,E,3,,106,,,,,1,,1,INT201803,17/02/2020,
KAH,2020,kah2001,13,1,BPLE,SNA,22,17.6,E,3,,126,,,,,1,,1,INT201803,17/02/2020,
KAH,2020,kah2001,13,1,BPLE,SNA,23,20.9,E,1,1,212,,,,,1,,1,INT201803,17/02/2020,
