origin,    yr,trip_code,  sample_no,sub_sample_no,area ,species,    fish_no,prep_no   ,block_no,agreed_result1,agreed_result2,method,agreed_age,agreed_error1,agreed_error2,proj_code   ,comments,,,,,
KAH,2020,kah2001,43,1,BPLE,SNA,5,540,,5,W,22,6,,,INT201803,,,,,,
KAH,2020,kah2001,43,1,BPLE,SNA,7,541,,16,W,22,17,,,INT201803,,,,,,
KAH,2020,kah2001,43,1,BPLE,SNA,8,542,,4,W,22,5,,,INT201803,,,,,,
KAH,2020,kah2001,43,1,BPLE,SNA,10,543,,3,W,22,4,,,INT201803,,,,,,
KAH,2020,kah2001,43,1,BPLE,SNA,11,544,,1,W,22,2,,,INT201803,,,,,,
KAH,2020,kah2001,43,1,BPLE,SNA,13,545,,7,W,22,8,,,INT201803,,,,,,
KAH,2020,kah2001,43,1,BPLE,SNA,15,546,,4,W,22,5,,,INT201803,,,,,,
KAH,2020,kah2001,43,1,BPLE,SNA,16,547,,3,W,22,4,,,INT201803,,,,,,
KAH,2020,kah2001,43,1,BPLE,SNA,17,548,,18,W,22,19,,,INT201803,,,,,,
KAH,2020,kah2001,43,1,BPLE,SNA,18,549,,4,W,22,5,,,INT201803,,,,,,
KAH,2020,kah2001,43,1,BPLE,SNA,21,550,,15,W,22,16,,,INT201803,,,,,,
KAH,2020,kah2001,43,1,BPLE,SNA,22,551,,1,W,22,2,,,INT201803,,,,,,
KAH,2020,kah2001,43,1,BPLE,SNA,23,552,,3,W,22,4,,,INT201803,,,,,,
KAH,2020,kah2001,44,1,BPLE,SNA,2,553,,17,W,22,18,,,INT201803,,,,,,
KAH,2020,kah2001,44,1,BPLE,SNA,7,554,,11,W,22,12,,,INT201803,,,,,,
KAH,2020,kah2001,44,1,BPLE,SNA,8,555,,7,W,22,8,,,INT201803,,,,,,
KAH,2020,kah2001,44,1,BPLE,SNA,10,556,,11,W,22,12,,,INT201803,,,,,,
KAH,2020,kah2001,44,1,BPLE,SNA,11,557,,9,W,22,10,,,INT201803,,,,,,
KAH,2020,kah2001,44,1,BPLE,SNA,12,558,,13,W,22,14,,,INT201803,,,,,,
KAH,2020,kah2001,44,1,BPLE,SNA,14,559,,4,W,22,5,,,INT201803,,,,,,
KAH,2020,kah2001,44,1,BPLE,SNA,15,560,,16,W,22,17,,,INT201803,,,,,,
KAH,2020,kah2001,44,1,BPLE,SNA,16,561,,7,W,22,8,,,INT201803,,,,,,
KAH,2020,kah2001,44,1,BPLE,SNA,17,562,,3,W,22,4,,,INT201803,,,,,,
KAH,2020,kah2001,44,1,BPLE,SNA,18,563,,4,W,22,5,,,INT201803,,,,,,
KAH,2020,kah2001,44,1,BPLE,SNA,19,564,,1,W,22,2,,,INT201803,,,,,,
KAH,2020,kah2001,44,1,BPLE,SNA,20,565,,1,W,22,2,,,INT201803,,,,,,
KAH,2020,kah2001,44,1,BPLE,SNA,21,566,,1,W,22,2,,,INT201803,,,,,,
KAH,2020,kah2001,44,1,BPLE,SNA,22,567,,1,W,22,2,,,INT201803,,,,,,
KAH,2020,kah2001,44,1,BPLE,SNA,23,568,,1,W,22,2,,,INT201803,,,,,,
KAH,2020,kah2001,44,1,BPLE,SNA,24,569,,1,W,22,2,,,INT201803,,,,,,
KAH,2020,kah2001,44,1,BPLE,SNA,25,570,,18,W,22,19,,,INT201803,,,,,,
KAH,2020,kah2001,45,1,BPLE,SNA,2,571,,10,W,22,11,,,INT201803,,,,,,
KAH,2020,kah2001,45,1,BPLE,SNA,5,572,,4,W,22,5,,,INT201803,,,,,,
KAH,2020,kah2001,45,1,BPLE,SNA,8,573,,2,W,22,3,,,INT201803,,,,,,
KAH,2020,kah2001,45,1,BPLE,SNA,9,574,,4,W,22,5,,,INT201803,,,,,,
KAH,2020,kah2001,45,1,BPLE,SNA,10,575,,2,W,22,3,,,INT201803,,,,,,
KAH,2020,kah2001,45,1,BPLE,SNA,11,576,,4,W,22,5,,,INT201803,,,,,,
KAH,2020,kah2001,45,1,BPLE,SNA,13,577,,10,W,22,11,,,INT201803,,,,,,
KAH,2020,kah2001,45,1,BPLE,SNA,14,578,,17,W,22,18,,,INT201803,,,,,,
KAH,2020,kah2001,45,1,BPLE,SNA,15,579,,4,W,22,5,,,INT201803,,,,,,
KAH,2020,kah2001,45,1,BPLE,SNA,20,580,,3,W,22,4,,,INT201803,,,,,,
KAH,2020,kah2001,45,1,BPLE,SNA,21,581,,19,W,22,20,,,INT201803,,,,,,
KAH,2020,kah2001,45,1,BPLE,SNA,22,582,,1,W,22,2,,,INT201803,,,,,,
KAH,2020,kah2001,45,1,BPLE,SNA,23,583,,1,W,22,2,,,INT201803,,,,,,
KAH,2020,kah2001,46,1,BPLE,SNA,2,584,,6,W,22,7,,,INT201803,,,,,,
KAH,2020,kah2001,46,1,BPLE,SNA,4,585,,4,W,22,5,,,INT201803,,,,,,
KAH,2020,kah2001,46,1,BPLE,SNA,5,586,,4,W,22,5,,,INT201803,,,,,,
KAH,2020,kah2001,46,1,BPLE,SNA,7,587,,2,W,22,3,,,INT201803,,,,,,
KAH,2020,kah2001,46,1,BPLE,SNA,8,588,,3,W,22,4,,,INT201803,,,,,,
KAH,2020,kah2001,46,1,BPLE,SNA,11,589,,5,W,22,6,,,INT201803,,,,,,
KAH,2020,kah2001,46,1,BPLE,SNA,12,590,,1,W,22,2,,,INT201803,,,,,,
KAH,2020,kah2001,46,1,BPLE,SNA,13,591,,1,W,22,2,,,INT201803,,,,,,
KAH,2020,kah2001,46,1,BPLE,SNA,14,592,,0,W,22,1,,,INT201803,,,,,,
KAH,2020,kah2001,46,1,BPLE,SNA,15,593,,0,W,22,1,,,INT201803,,,,,,
KAH,2020,kah2001,46,1,BPLE,SNA,16,594,,0,W,22,1,,,INT201803,,,,,,
KAH,2020,kah2001,46,1,BPLE,SNA,17,595,,0,W,22,1,,,INT201803,,,,,,
KAH,2020,kah2001,46,1,BPLE,SNA,18,596,,0,W,22,1,,,INT201803,,,,,,
KAH,2020,kah2001,46,1,BPLE,SNA,19,597,,0,W,22,1,,,INT201803,,,,,,
KAH,2020,kah2001,46,1,BPLE,SNA,20,598,,0,W,22,1,,,INT201803,,,,,,
KAH,2020,kah2001,46,1,BPLE,SNA,21,599,,0,W,22,1,,,INT201803,,,,,,
KAH,2020,kah2001,46,1,BPLE,SNA,22,600,,1,W,22,2,,,INT201803,,,,,,
KAH,2020,kah2001,46,1,BPLE,SNA,23,601,,0,W,22,1,,,INT201803,,,,,,
KAH,2020,kah2001,47,1,BPLE,SNA,1,602,,4,W,22,5,,,INT201803,,,,,,
KAH,2020,kah2001,47,1,BPLE,SNA,3,603,,10,W,22,11,,,INT201803,,,,,,
KAH,2020,kah2001,47,1,BPLE,SNA,5,604,,3,W,22,4,,,INT201803,,,,,,
KAH,2020,kah2001,47,1,BPLE,SNA,6,605,,2,W,22,3,,,INT201803,,,,,,
KAH,2020,kah2001,47,1,BPLE,SNA,7,606,,4,W,22,5,,,INT201803,,,,,,
KAH,2020,kah2001,47,1,BPLE,SNA,8,607,,1,W,22,2,,,INT201803,,,,,,
KAH,2020,kah2001,47,1,BPLE,SNA,10,608,,1,W,22,2,,,INT201803,,,,,,
KAH,2020,kah2001,47,1,BPLE,SNA,11,609,,1,W,22,2,,,INT201803,,,,,,
KAH,2020,kah2001,47,1,BPLE,SNA,12,610,,1,W,22,2,,,INT201803,,,,,,
KAH,2020,kah2001,47,1,BPLE,SNA,13,611,,1,W,22,2,,,INT201803,,,,,,
KAH,2020,kah2001,47,1,BPLE,SNA,14,612,,1,W,22,2,,,INT201803,,,,,,
KAH,2020,kah2001,47,1,BPLE,SNA,15,613,,1,W,22,2,,,INT201803,,,,,,
KAH,2020,kah2001,47,1,BPLE,SNA,16,614,,1,W,22,2,,,INT201803,,,,,,
KAH,2020,kah2001,47,1,BPLE,SNA,17,615,,0,W,22,1,,,INT201803,,,,,,
KAH,2020,kah2001,47,1,BPLE,SNA,18,616,,0,W,22,1,,,INT201803,,,,,,
KAH,2020,kah2001,47,1,BPLE,SNA,20,617,,0,W,22,1,,,INT201803,,,,,,
KAH,2020,kah2001,47,1,BPLE,SNA,21,618,,0,W,22,1,,,INT201803,,,,,,
KAH,2020,kah2001,47,1,BPLE,SNA,22,619,,1,W,22,2,,,INT201803,,,,,,
KAH,2020,kah2001,47,1,BPLE,SNA,23,620,,0,W,22,1,,,INT201803,,,,,,
KAH,2020,kah2001,47,1,BPLE,SNA,24,621,,0,W,22,1,,,INT201803,,,,,,
KAH,2020,kah2001,47,1,BPLE,SNA,25,622,,0,W,22,1,,,INT201803,,,,,,
KAH,2020,kah2001,47,1,BPLE,SNA,26,623,,0,W,22,1,,,INT201803,,,,,,
KAH,2020,kah2001,48,1,BPLE,SNA,1,624,,6,W,22,7,,,INT201803,,,,,,
KAH,2020,kah2001,48,1,BPLE,SNA,16,625,,1,W,22,2,,,INT201803,,,,,,
KAH,2020,kah2001,48,1,BPLE,SNA,17,626,,0,W,22,1,,,INT201803,,,,,,
KAH,2020,kah2001,48,1,BPLE,SNA,18,627,,0,W,22,1,,,INT201803,,,,,,
KAH,2020,kah2001,48,1,BPLE,SNA,19,628,,0,W,22,1,,,INT201803,,,,,,
KAH,2020,kah2001,48,1,BPLE,SNA,20,629,,0,W,22,1,,,INT201803,,,,,,
KAH,2020,kah2001,49,1,BPLE,SNA,1,630,,4,W,22,5,,,INT201803,,,,,,
KAH,2020,kah2001,49,1,BPLE,SNA,3,631,,19,W,22,20,,,INT201803,,,,,,
KAH,2020,kah2001,49,1,BPLE,SNA,6,632,,9,W,22,10,,,INT201803,,,,,,
KAH,2020,kah2001,49,1,BPLE,SNA,8,633,,4,W,22,5,,,INT201803,,,,,,
KAH,2020,kah2001,49,1,BPLE,SNA,12,634,,3,W,22,4,,,INT201803,,,,,,
KAH,2020,kah2001,49,1,BPLE,SNA,15,635,,4,W,22,5,,,INT201803,,,,,,
KAH,2020,kah2001,49,1,BPLE,SNA,16,636,,1,W,22,2,,,INT201803,,,,,,
KAH,2020,kah2001,49,1,BPLE,SNA,17,637,,1,W,22,2,,,INT201803,,,,,,
KAH,2020,kah2001,49,1,BPLE,SNA,18,638,,0,W,22,1,,,INT201803,,,,,,
KAH,2020,kah2001,49,1,BPLE,SNA,19,639,,1,W,22,2,,,INT201803,,,,,,
KAH,2020,kah2001,49,1,BPLE,SNA,20,640,,1,W,22,2,,,INT201803,,,,,,
KAH,2020,kah2001,49,1,BPLE,SNA,21,641,,0,W,22,1,,,INT201803,,,,,,
KAH,2020,kah2001,49,1,BPLE,SNA,22,642,,0,W,22,1,,,INT201803,,,,,,
KAH,2020,kah2001,49,1,BPLE,SNA,23,643,,0,W,22,1,,,INT201803,,,,,,
KAH,2020,kah2001,49,1,BPLE,SNA,24,644,,0,W,22,1,,,INT201803,,,,,,
KAH,2020,kah2001,49,1,BPLE,SNA,25,645,,1,W,22,2,,,INT201803,,,,,,
KAH,2020,kah2001,49,1,BPLE,SNA,26,646,,0,W,22,1,,,INT201803,,,,,,
KAH,2020,kah2001,50,1,BPLE,SNA,1,647,,4,W,22,5,,,INT201803,,,,,,
KAH,2020,kah2001,50,1,BPLE,SNA,4,648,,7,W,22,8,,,INT201803,,,,,,
KAH,2020,kah2001,50,1,BPLE,SNA,8,649,,5,W,22,6,,,INT201803,,,,,,
KAH,2020,kah2001,50,1,BPLE,SNA,9,650,,4,W,22,5,,,INT201803,,,,,,
KAH,2020,kah2001,50,1,BPLE,SNA,10,651,,7,W,22,8,,,INT201803,,,,,,
KAH,2020,kah2001,50,1,BPLE,SNA,11,652,,4,W,22,5,,,INT201803,,,,,,
KAH,2020,kah2001,50,1,BPLE,SNA,12,653,,17,W,22,18,,,INT201803,,,,,,
KAH,2020,kah2001,50,1,BPLE,SNA,13,654,,7,W,22,8,,,INT201803,,,,,,
KAH,2020,kah2001,50,1,BPLE,SNA,14,655,,1,W,22,2,,,INT201803,,,,,,
KAH,2020,kah2001,50,1,BPLE,SNA,15,656,,0,W,22,1,,,INT201803,,,,,,
KAH,2020,kah2001,50,1,BPLE,SNA,16,657,,0,W,22,1,,,INT201803,,,,,,
KAH,2020,kah2001,50,1,BPLE,SNA,17,658,,0,W,22,1,,,INT201803,,,,,,
KAH,2020,kah2001,50,1,BPLE,SNA,18,659,,1,W,22,2,,,INT201803,,,,,,
KAH,2020,kah2001,50,1,BPLE,SNA,19,660,,0,W,22,1,,,INT201803,,,,,,
KAH,2020,kah2001,50,1,BPLE,SNA,20,661,,0,W,22,1,,,INT201803,,,,,,
KAH,2020,kah2001,50,1,BPLE,SNA,21,662,,0,W,22,1,,,INT201803,,,,,,
KAH,2020,kah2001,50,1,BPLE,SNA,22,663,,0,W,22,1,,,INT201803,,,,,,
KAH,2020,kah2001,50,1,BPLE,SNA,23,664,,1,W,22,2,,,INT201803,,,,,,
KAH,2020,kah2001,51,1,BPLE,SNA,1,665,,11,W,22,12,,,INT201803,,,,,,
KAH,2020,kah2001,51,1,BPLE,SNA,2,666,,9,W,22,10,,,INT201803,,,,,,
KAH,2020,kah2001,51,1,BPLE,SNA,5,667,,6,W,22,7,,,INT201803,,,,,,
KAH,2020,kah2001,51,1,BPLE,SNA,10,668,,7,W,22,8,,,INT201803,,,,,,
KAH,2020,kah2001,51,1,BPLE,SNA,11,669,,14,W,22,15,,,INT201803,,,,,,
KAH,2020,kah2001,51,1,BPLE,SNA,12,670,,9,W,22,10,,,INT201803,,,,,,
KAH,2020,kah2001,51,1,BPLE,SNA,14,671,,11,W,22,12,,,INT201803,,,,,,
KAH,2020,kah2001,51,1,BPLE,SNA,15,672,,2,W,22,3,,,INT201803,,,,,,
KAH,2020,kah2001,51,1,BPLE,SNA,20,673,,9,W,22,10,,,INT201803,,,,,,
KAH,2020,kah2001,51,1,BPLE,SNA,21,674,,19,W,22,20,,,INT201803,,,,,,
KAH,2020,kah2001,51,1,BPLE,SNA,23,675,,12,W,22,13,,,INT201803,,,,,,
KAH,2020,kah2001,52,1,BPLE,SNA,2,676,,4,W,22,5,,,INT201803,,,,,,
KAH,2020,kah2001,52,1,BPLE,SNA,4,677,,7,W,22,8,,,INT201803,,,,,,
KAH,2020,kah2001,52,1,BPLE,SNA,5,678,,10,W,22,11,,,INT201803,,,,,,
KAH,2020,kah2001,52,1,BPLE,SNA,6,679,,4,W,22,5,,,INT201803,,,,,,
KAH,2020,kah2001,52,1,BPLE,SNA,7,680,,16,W,22,17,,,INT201803,,,,,,
KAH,2020,kah2001,52,1,BPLE,SNA,8,681,,11,W,22,12,,,INT201803,,,,,,
KAH,2020,kah2001,52,1,BPLE,SNA,18,682,,4,W,22,5,,,INT201803,,,,,,
KAH,2020,kah2001,52,1,BPLE,SNA,19,683,,13,W,22,14,,,INT201803,,,,,,
KAH,2020,kah2001,52,1,BPLE,SNA,20,684,,11,W,22,12,,,INT201803,,,,,,
KAH,2020,kah2001,52,1,BPLE,SNA,21,685,,11,W,22,12,,,INT201803,,,,,,
KAH,2020,kah2001,52,1,BPLE,SNA,22,686,,7,W,22,8,,,INT201803,,,,,,
KAH,2020,kah2001,53,1,BPLE,SNA,1,687,,2,W,22,3,,,INT201803,,,,,,
KAH,2020,kah2001,53,1,BPLE,SNA,2,688,,7,W,22,8,,,INT201803,,,,,,
KAH,2020,kah2001,53,1,BPLE,SNA,6,689,,7,W,22,8,,,INT201803,,,,,,
KAH,2020,kah2001,53,1,BPLE,SNA,7,690,,4,W,22,5,,,INT201803,,,,,,
KAH,2020,kah2001,53,1,BPLE,SNA,9,691,,1,W,22,2,,,INT201803,,,,,,
KAH,2020,kah2001,53,1,BPLE,SNA,10,692,,11,W,22,12,,,INT201803,,,,,,
KAH,2020,kah2001,53,1,BPLE,SNA,11,693,,14,W,22,15,,,INT201803,,,,,,
KAH,2020,kah2001,53,1,BPLE,SNA,12,694,,10,W,22,11,,,INT201803,,,,,,
KAH,2020,kah2001,53,1,BPLE,SNA,13,695,,3,W,22,4,,,INT201803,,,,,,
KAH,2020,kah2001,53,1,BPLE,SNA,14,696,,12,W,22,13,,,INT201803,,,,,,
KAH,2020,kah2001,53,1,BPLE,SNA,15,697,,2,W,22,3,,,INT201803,,,,,,
KAH,2020,kah2001,53,1,BPLE,SNA,16,698,,1,W,22,2,,,INT201803,,,,,,
KAH,2020,kah2001,53,1,BPLE,SNA,17,699,,0,W,22,1,,,INT201803,,,,,,
KAH,2020,kah2001,53,1,BPLE,SNA,18,700,,1,W,22,2,,,INT201803,,,,,,
KAH,2020,kah2001,53,1,BPLE,SNA,19,701,,0,W,22,1,,,INT201803,,,,,,
KAH,2020,kah2001,53,1,BPLE,SNA,20,702,,0,W,22,1,,,INT201803,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
