origin,    yr,trip_code,  sample_no,sub_sample_no,area ,species,    fish_no,prep_no   ,block_no,agreed_result1,agreed_result2,method,agreed_age,agreed_error1,agreed_error2,proj_code   ,comments,,,,,
KAH,2020,kah2001,20,1,BPLE,SNA,23,268,,1,W,22,2,,,INT201803,,,,,,
KAH,2020,kah2001,20,1,BPLE,SNA,24,269,,1,W,22,2,,,INT201803,,,,,,
KAH,2020,kah2001,20,1,BPLE,SNA,25,270,,1,W,22,2,,,INT201803,,,,,,
KAH,2020,kah2001,21,1,BPLE,SNA,1,271,,6,W,22,7,,,INT201803,,,,,,
KAH,2020,kah2001,21,1,BPLE,SNA,6,272,,6,W,22,7,,,INT201803,,,,,,
KAH,2020,kah2001,21,1,BPLE,SNA,7,273,,4,W,22,5,,,INT201803,,,,,,
KAH,2020,kah2001,21,1,BPLE,SNA,8,274,,4,W,22,5,,,INT201803,,,,,,
KAH,2020,kah2001,21,1,BPLE,SNA,9,275,,20,W,22,21,,,INT201803,,,,,,
KAH,2020,kah2001,21,1,BPLE,SNA,10,276,,1,W,22,2,,,INT201803,,,,,,
KAH,2020,kah2001,21,1,BPLE,SNA,11,277,,0,W,22,1,,,INT201803,,,,,,
KAH,2020,kah2001,21,1,BPLE,SNA,12,278,,0,W,22,1,,,INT201803,,,,,,
KAH,2020,kah2001,21,1,BPLE,SNA,13,279,,0,W,22,1,,,INT201803,,,,,,
KAH,2020,kah2001,21,1,BPLE,SNA,14,280,,0,W,22,1,,,INT201803,,,,,,
KAH,2020,kah2001,21,1,BPLE,SNA,15,281,,0,W,22,1,,,INT201803,,,,,,
KAH,2020,kah2001,21,1,BPLE,SNA,16,282,,0,W,22,1,,,INT201803,,,,,,
KAH,2020,kah2001,21,1,BPLE,SNA,17,283,,0,W,22,1,,,INT201803,,,,,,
KAH,2020,kah2001,21,1,BPLE,SNA,18,284,,0,W,22,1,,,INT201803,,,,,,
KAH,2020,kah2001,21,1,BPLE,SNA,19,285,,0,W,22,1,,,INT201803,,,,,,
KAH,2020,kah2001,21,1,BPLE,SNA,20,286,,0,W,22,1,,,INT201803,,,,,,
KAH,2020,kah2001,21,1,BPLE,SNA,21,287,,1,W,22,2,,,INT201803,,,,,,
KAH,2020,kah2001,21,1,BPLE,SNA,22,288,,0,W,22,1,,,INT201803,,,,,,
KAH,2020,kah2001,21,1,BPLE,SNA,23,289,,0,W,22,1,,,INT201803,,,,,,
KAH,2020,kah2001,21,1,BPLE,SNA,24,290,,0,W,22,1,,,INT201803,,,,,,
KAH,2020,kah2001,21,1,BPLE,SNA,25,291,,1,W,22,2,,,INT201803,,,,,,
KAH,2020,kah2001,21,1,BPLE,SNA,26,292,,0,W,22,1,,,INT201803,,,,,,
KAH,2020,kah2001,21,1,BPLE,SNA,27,293,,0,W,22,1,,,INT201803,,,,,,
KAH,2020,kah2001,21,1,BPLE,SNA,28,294,,0,W,22,1,,,INT201803,,,,,,
KAH,2020,kah2001,22,1,BPLE,SNA,2,295,,2,W,22,3,,,INT201803,,,,,,
KAH,2020,kah2001,22,1,BPLE,SNA,3,296,,9,W,22,10,,,INT201803,,,,,,
KAH,2020,kah2001,22,1,BPLE,SNA,6,297,,2,W,22,3,,,INT201803,,,,,,
KAH,2020,kah2001,22,1,BPLE,SNA,10,298,,4,W,22,5,,,INT201803,,,,,,
KAH,2020,kah2001,22,1,BPLE,SNA,11,299,,11,W,22,12,,,INT201803,,,,,,
KAH,2020,kah2001,22,1,BPLE,SNA,12,300,,10,W,22,11,,,INT201803,,,,,,
KAH,2020,kah2001,22,1,BPLE,SNA,13,301,,1,W,22,2,,,INT201803,,,,,,
KAH,2020,kah2001,22,1,BPLE,SNA,14,302,,1,W,22,2,,,INT201803,,,,,,
KAH,2020,kah2001,22,1,BPLE,SNA,15,303,,1,W,22,2,,,INT201803,,,,,,
KAH,2020,kah2001,22,1,BPLE,SNA,16,304,,1,W,22,2,,,INT201803,,,,,,
KAH,2020,kah2001,22,1,BPLE,SNA,17,305,,0,W,22,1,,,INT201803,,,,,,
KAH,2020,kah2001,22,1,BPLE,SNA,18,306,,0,W,22,1,,,INT201803,,,,,,
KAH,2020,kah2001,22,1,BPLE,SNA,19,307,,0,W,22,1,,,INT201803,,,,,,
KAH,2020,kah2001,22,1,BPLE,SNA,20,308,,0,W,22,1,,,INT201803,,,,,,
KAH,2020,kah2001,22,1,BPLE,SNA,21,309,,1,W,22,2,,,INT201803,,,,,,
KAH,2020,kah2001,22,1,BPLE,SNA,22,310,,1,W,22,2,,,INT201803,,,,,,
KAH,2020,kah2001,22,1,BPLE,SNA,23,311,,0,W,22,1,,,INT201803,,,,,,
KAH,2020,kah2001,22,1,BPLE,SNA,24,312,,0,W,22,1,,,INT201803,,,,,,
KAH,2020,kah2001,22,1,BPLE,SNA,25,313,,0,W,22,1,,,INT201803,,,,,,
KAH,2020,kah2001,22,1,BPLE,SNA,26,314,,20,W,22,21,,,INT201803,,,,,,
KAH,2020,kah2001,22,1,BPLE,SNA,27,315,,20,W,22,21,,,INT201803,,,,,,
KAH,2020,kah2001,23,1,BPLE,SNA,2,316,,0,W,22,1,,,INT201803,,,,,,
KAH,2020,kah2001,23,1,BPLE,SNA,3,317,,0,W,22,1,,,INT201803,,,,,,
KAH,2020,kah2001,23,1,BPLE,SNA,4,318,,1,W,22,2,,,INT201803,,,,,,
KAH,2020,kah2001,23,1,BPLE,SNA,5,319,,0,W,22,1,,,INT201803,,,,,,
KAH,2020,kah2001,23,1,BPLE,SNA,6,320,,0,W,22,1,,,INT201803,,,,,,
KAH,2020,kah2001,23,1,BPLE,SNA,7,321,,1,W,22,2,,,INT201803,,,,,,
KAH,2020,kah2001,23,1,BPLE,SNA,8,322,,1,W,22,2,,,INT201803,,,,,,
KAH,2020,kah2001,23,1,BPLE,SNA,9,323,,0,W,22,1,,,INT201803,,,,,,
KAH,2020,kah2001,23,1,BPLE,SNA,10,324,,1,W,22,2,,,INT201803,,,,,,
KAH,2020,kah2001,23,1,BPLE,SNA,13,325,,3,W,22,4,,,INT201803,,,,,,
KAH,2020,kah2001,23,1,BPLE,SNA,18,326,,3,W,22,4,,,INT201803,,,,,,
KAH,2020,kah2001,23,1,BPLE,SNA,19,327,,4,W,22,5,,,INT201803,,,,,,
KAH,2020,kah2001,23,1,BPLE,SNA,20,328,,3,W,22,4,,,INT201803,,,,,,
KAH,2020,kah2001,23,1,BPLE,SNA,21,329,,0,W,22,1,,,INT201803,,,,,,
KAH,2020,kah2001,23,1,BPLE,SNA,22,330,,0,W,22,1,,,INT201803,,,,,,
KAH,2020,kah2001,23,1,BPLE,SNA,23,331,,1,W,22,2,,,INT201803,,,,,,
KAH,2020,kah2001,23,1,BPLE,SNA,24,332,,1,W,22,2,,,INT201803,,,,,,
KAH,2020,kah2001,23,1,BPLE,SNA,25,333,,0,W,22,1,,,INT201803,,,,,,
KAH,2020,kah2001,24,1,BPLE,SNA,1,334,,5,W,22,6,,,INT201803,,,,,,
KAH,2020,kah2001,24,1,BPLE,SNA,2,335,,2,W,22,3,,,INT201803,,,,,,
KAH,2020,kah2001,24,1,BPLE,SNA,6,336,,6,W,22,7,,,INT201803,,,,,,
KAH,2020,kah2001,24,1,BPLE,SNA,7,337,,3,W,22,4,,,INT201803,,,,,,
KAH,2020,kah2001,24,1,BPLE,SNA,9,338,,10,W,22,11,,,INT201803,,,,,,
KAH,2020,kah2001,24,1,BPLE,SNA,11,339,,12,W,22,13,,,INT201803,,,,,,
KAH,2020,kah2001,24,1,BPLE,SNA,12,340,,4,W,22,5,,,INT201803,,,,,,
KAH,2020,kah2001,24,1,BPLE,SNA,13,341,,2,W,22,3,,,INT201803,,,,,,
KAH,2020,kah2001,24,1,BPLE,SNA,14,342,,2,W,22,3,,,INT201803,,,,,,
KAH,2020,kah2001,24,1,BPLE,SNA,19,343,,14,W,22,15,,,INT201803,,,,,,
KAH,2020,kah2001,24,1,BPLE,SNA,20,344,,11,W,22,12,,,INT201803,,,,,,
KAH,2020,kah2001,25,1,BPLE,SNA,3,345,,4,W,22,5,,,INT201803,,,,,,
KAH,2020,kah2001,25,1,BPLE,SNA,5,346,,4,W,22,5,,,INT201803,,,,,,
KAH,2020,kah2001,25,1,BPLE,SNA,8,347,,4,W,22,5,,,INT201803,,,,,,
KAH,2020,kah2001,25,1,BPLE,SNA,13,348,,9,W,22,10,,,INT201803,,,,,,
KAH,2020,kah2001,25,1,BPLE,SNA,15,349,,4,W,22,5,,,INT201803,,,,,,
KAH,2020,kah2001,25,1,BPLE,SNA,16,350,,5,W,22,6,,,INT201803,,,,,,
KAH,2020,kah2001,25,1,BPLE,SNA,17,351,,14,W,22,15,,,INT201803,,,,,,
KAH,2020,kah2001,25,1,BPLE,SNA,18,352,,4,W,22,5,,,INT201803,,,,,,
KAH,2020,kah2001,25,1,BPLE,SNA,20,353,,11,W,22,12,,,INT201803,,,,,,
KAH,2020,kah2001,25,1,BPLE,SNA,21,354,,21,W,22,22,,,INT201803,,,,,,
KAH,2020,kah2001,25,1,BPLE,SNA,22,355,,21,W,22,22,,,INT201803,,,,,,
KAH,2020,kah2001,25,1,BPLE,SNA,23,356,,1,W,22,2,,,INT201803,,,,,,
KAH,2020,kah2001,25,1,BPLE,SNA,24,357,,1,W,22,2,,,INT201803,,,,,,
KAH,2020,kah2001,25,1,BPLE,SNA,25,358,,0,W,22,1,,,INT201803,,,,,,
KAH,2020,kah2001,25,1,BPLE,SNA,26,359,,0,W,22,1,,,INT201803,,,,,,
KAH,2020,kah2001,26,1,BPLE,SNA,2,360,,7,W,22,8,,,INT201803,,,,,,
KAH,2020,kah2001,26,1,BPLE,SNA,3,361,,1,W,22,2,,,INT201803,,,,,,
KAH,2020,kah2001,26,1,BPLE,SNA,4,362,,5,W,22,6,,,INT201803,,,,,,
KAH,2020,kah2001,26,1,BPLE,SNA,5,363,,5,W,22,6,,,INT201803,,,,,,
KAH,2020,kah2001,26,1,BPLE,SNA,7,364,,4,W,22,5,,,INT201803,,,,,,
KAH,2020,kah2001,26,1,BPLE,SNA,9,365,,9,W,22,10,,,INT201803,,,,,,
KAH,2020,kah2001,26,1,BPLE,SNA,10,366,,16,W,22,17,,,INT201803,,,,,,
KAH,2020,kah2001,26,1,BPLE,SNA,11,367,,5,W,22,6,,,INT201803,,,,,,
KAH,2020,kah2001,26,1,BPLE,SNA,12,368,,4,W,22,5,,,INT201803,,,,,,
KAH,2020,kah2001,26,1,BPLE,SNA,15,369,,6,W,22,7,,,INT201803,,,,,,
KAH,2020,kah2001,26,1,BPLE,SNA,16,370,,5,W,22,6,,,INT201803,,,,,,
KAH,2020,kah2001,26,1,BPLE,SNA,17,371,,3,W,22,4,,,INT201803,,,,,,
KAH,2020,kah2001,26,1,BPLE,SNA,18,372,,1,W,22,2,,,INT201803,,,,,,
KAH,2020,kah2001,26,1,BPLE,SNA,19,373,,2,W,22,3,,,INT201803,,,,,,
KAH,2020,kah2001,26,1,BPLE,SNA,20,374,,1,W,22,2,,,INT201803,,,,,,
KAH,2020,kah2001,26,1,BPLE,SNA,21,375,,2,W,22,3,,,INT201803,,,,,,
KAH,2020,kah2001,26,1,BPLE,SNA,22,376,,2,W,22,3,,,INT201803,,,,,,
KAH,2020,kah2001,26,1,BPLE,SNA,23,377,,1,W,22,2,,,INT201803,,,,,,
KAH,2020,kah2001,26,1,BPLE,SNA,24,378,,2,W,22,3,,,INT201803,,,,,,
KAH,2020,kah2001,26,1,BPLE,SNA,25,379,,2,W,22,3,,,INT201803,,,,,,
KAH,2020,kah2001,26,1,BPLE,SNA,26,380,,2,W,22,3,,,INT201803,,,,,,
KAH,2020,kah2001,26,1,BPLE,SNA,27,381,,1,W,22,2,,,INT201803,,,,,,
KAH,2020,kah2001,27,1,BPLE,SNA,1,382,,12,W,22,13,,,INT201803,,,,,,
KAH,2020,kah2001,27,1,BPLE,SNA,2,383,,5,W,22,6,,,INT201803,,,,,,
KAH,2020,kah2001,27,1,BPLE,SNA,4,384,,10,W,22,11,,,INT201803,,,,,,
KAH,2020,kah2001,27,1,BPLE,SNA,5,385,,3,W,22,4,,,INT201803,,,,,,
KAH,2020,kah2001,27,1,BPLE,SNA,6,386,,5,W,22,6,,,INT201803,,,,,,
KAH,2020,kah2001,27,1,BPLE,SNA,7,387,,15,W,22,16,,,INT201803,,,,,,
KAH,2020,kah2001,27,1,BPLE,SNA,9,388,,12,W,22,13,,,INT201803,,,,,,
KAH,2020,kah2001,27,1,BPLE,SNA,18,389,,2,W,22,3,,,INT201803,,,,,,
KAH,2020,kah2001,27,1,BPLE,SNA,19,390,,3,W,22,4,,,INT201803,,,,,,
KAH,2020,kah2001,27,1,BPLE,SNA,20,391,,1,W,22,2,,,INT201803,,,,,,
KAH,2020,kah2001,27,1,BPLE,SNA,21,392,,23,W,22,24,,,INT201803,,,,,,
KAH,2020,kah2001,27,1,BPLE,SNA,22,393,,19,W,22,20,,,INT201803,,,,,,
KAH,2020,kah2001,28,1,BPLE,SNA,2,394,,8,W,22,9,,,INT201803,,,,,,
KAH,2020,kah2001,28,1,BPLE,SNA,6,395,,20,W,22,21,,,INT201803,,,,,,
KAH,2020,kah2001,28,1,BPLE,SNA,7,396,,18,W,22,19,,,INT201803,,,,,,
KAH,2020,kah2001,29,1,BPLE,SNA,1,397,,4,W,22,5,,,INT201803,,,,,,
KAH,2020,kah2001,29,1,BPLE,SNA,2,398,,6,W,22,7,,,INT201803,,,,,,
KAH,2020,kah2001,29,1,BPLE,SNA,3,399,,4,W,22,5,,,INT201803,,,,,,
KAH,2020,kah2001,29,1,BPLE,SNA,4,400,,5,W,22,6,,,INT201803,,,,,,
KAH,2020,kah2001,29,1,BPLE,SNA,5,401,,7,W,22,8,,,INT201803,,,,,,
KAH,2020,kah2001,29,1,BPLE,SNA,6,402,,12,W,22,13,,,INT201803,,,,,,
KAH,2020,kah2001,29,1,BPLE,SNA,8,403,,9,W,22,10,,,INT201803,,,,,,
KAH,2020,kah2001,29,1,BPLE,SNA,9,404,,10,W,22,11,,,INT201803,,,,,,
KAH,2020,kah2001,29,1,BPLE,SNA,11,405,,6,W,22,7,,,INT201803,,,,,,
KAH,2020,kah2001,29,1,BPLE,SNA,12,406,,14,W,22,15,,,INT201803,,,,,,
KAH,2020,kah2001,29,1,BPLE,SNA,18,407,,7,W,22,8,,,INT201803,,,,,,
KAH,2020,kah2001,29,1,BPLE,SNA,19,408,,8,W,22,9,,,INT201803,,,,,,
KAH,2020,kah2001,29,1,BPLE,SNA,20,409,,15,W,22,16,,,INT201803,,,,,,
KAH,2020,kah2001,29,1,BPLE,SNA,21,410,,6,W,22,7,,,INT201803,,,,,,
KAH,2020,kah2001,29,1,BPLE,SNA,22,411,,6,W,22,7,,,INT201803,,,,,,
KAH,2020,kah2001,29,1,BPLE,SNA,23,412,,11,W,22,12,,,INT201803,,,,,,
KAH,2020,kah2001,30,1,BPLE,SNA,1,413,,8,W,22,9,,,INT201803,,,,,,
KAH,2020,kah2001,30,1,BPLE,SNA,2,414,,12,W,22,13,,,INT201803,,,,,,
KAH,2020,kah2001,30,1,BPLE,SNA,3,415,,11,W,22,12,,,INT201803,,,,,,
KAH,2020,kah2001,30,1,BPLE,SNA,4,416,,12,W,22,13,,,INT201803,,,,,,
KAH,2020,kah2001,30,1,BPLE,SNA,5,417,,18,W,22,19,,,INT201803,,,,,,
KAH,2020,kah2001,30,1,BPLE,SNA,7,418,,10,W,22,11,,,INT201803,,,,,,
KAH,2020,kah2001,30,1,BPLE,SNA,8,419,,18,W,22,19,,,INT201803,,,,,,
KAH,2020,kah2001,30,1,BPLE,SNA,10,420,,11,W,22,12,,,INT201803,,,,,,
KAH,2020,kah2001,30,1,BPLE,SNA,11,421,,12,W,22,13,,,INT201803,,,,,,
KAH,2020,kah2001,30,1,BPLE,SNA,12,422,,18,W,22,19,,,INT201803,,,,,,
KAH,2020,kah2001,30,1,BPLE,SNA,13,423,,14,W,22,15,,,INT201803,,,,,,
KAH,2020,kah2001,30,1,BPLE,SNA,16,424,,10,W,22,11,,,INT201803,,,,,,
KAH,2020,kah2001,30,1,BPLE,SNA,17,425,,12,W,22,13,,,INT201803,,,,,,
KAH,2020,kah2001,30,1,BPLE,SNA,18,426,,19,W,22,20,,,INT201803,,,,,,
KAH,2020,kah2001,30,1,BPLE,SNA,19,427,,13,W,22,14,,,INT201803,,,,,,
KAH,2020,kah2001,30,1,BPLE,SNA,20,428,,17,W,22,18,,,INT201803,,,,,,
KAH,2020,kah2001,31,1,BPLE,SNA,3,429,,9,W,22,10,,,INT201803,,,,,,
KAH,2020,kah2001,31,1,BPLE,SNA,4,430,,16,W,22,17,,,INT201803,,,,,,
KAH,2020,kah2001,31,1,BPLE,SNA,5,431,,8,W,22,9,,,INT201803,,,,,,
KAH,2020,kah2001,31,1,BPLE,SNA,6,432,,6,W,22,7,,,INT201803,,,,,,
KAH,2020,kah2001,31,1,BPLE,SNA,7,433,,14,W,22,15,,,INT201803,,,,,,
KAH,2020,kah2001,31,1,BPLE,SNA,8,434,,13,W,22,14,,,INT201803,,,,,,
KAH,2020,kah2001,31,1,BPLE,SNA,10,435,,11,W,22,12,,,INT201803,,,,,,
KAH,2020,kah2001,31,1,BPLE,SNA,11,436,,11,W,22,12,,,INT201803,,,,,,
KAH,2020,kah2001,31,1,BPLE,SNA,12,437,,6,W,22,7,,,INT201803,,,,,,
KAH,2020,kah2001,31,1,BPLE,SNA,13,438,,9,W,22,10,,,INT201803,,,,,,
KAH,2020,kah2001,31,1,BPLE,SNA,15,439,,7,W,22,8,,,INT201803,,,,,,
KAH,2020,kah2001,31,1,BPLE,SNA,16,440,,3,W,22,4,,,INT201803,,,,,,
KAH,2020,kah2001,31,1,BPLE,SNA,17,441,,8,W,22,9,,,INT201803,,,,,,
KAH,2020,kah2001,31,1,BPLE,SNA,19,442,,4,W,22,5,,,INT201803,,,,,,
KAH,2020,kah2001,32,1,BPLE,SNA,5,443,,6,W,22,7,,,INT201803,,,,,,
KAH,2020,kah2001,32,1,BPLE,SNA,6,444,,8,W,22,9,,,INT201803,,,,,,
KAH,2020,kah2001,32,1,BPLE,SNA,8,445,,14,W,22,15,,,INT201803,,,,,,
KAH,2020,kah2001,32,1,BPLE,SNA,9,446,,7,W,22,8,,,INT201803,,,,,,
KAH,2020,kah2001,32,1,BPLE,SNA,10,447,,13,W,22,14,,,INT201803,,,,,,
KAH,2020,kah2001,32,1,BPLE,SNA,11,448,,6,W,22,7,,,INT201803,,,,,,
KAH,2020,kah2001,32,1,BPLE,SNA,12,449,,5,W,22,6,,,INT201803,,,,,,
KAH,2020,kah2001,32,1,BPLE,SNA,13,450,,8,W,22,9,,,INT201803,,,,,,
KAH,2020,kah2001,32,1,BPLE,SNA,15,451,,5,W,22,6,,,INT201803,,,,,,
KAH,2020,kah2001,32,1,BPLE,SNA,16,452,,15,W,22,16,,,INT201803,,,,,,
KAH,2020,kah2001,32,1,BPLE,SNA,17,453,,15,W,22,16,,,INT201803,,,,,,
KAH,2020,kah2001,32,1,BPLE,SNA,18,454,,18,W,22,19,,,INT201803,,,,,,
KAH,2020,kah2001,32,1,BPLE,SNA,19,455,,7,W,22,8,,,INT201803,,,,,,
KAH,2020,kah2001,32,1,BPLE,SNA,20,456,,17,W,22,18,,,INT201803,,,,,,
KAH,2020,kah2001,33,1,BPLE,SNA,2,457,,7,W,22,8,,,INT201803,,,,,,
KAH,2020,kah2001,33,1,BPLE,SNA,3,458,,4,W,22,5,,,INT201803,,,,,,
KAH,2020,kah2001,33,1,BPLE,SNA,5,459,,11,W,22,12,,,INT201803,,,,,,
KAH,2020,kah2001,33,1,BPLE,SNA,6,460,,17,W,22,18,,,INT201803,,,,,,
KAH,2020,kah2001,33,1,BPLE,SNA,7,461,,19,W,22,20,,,INT201803,,,,,,
KAH,2020,kah2001,33,1,BPLE,SNA,10,462,,3,W,22,4,,,INT201803,,,,,,
KAH,2020,kah2001,33,1,BPLE,SNA,11,463,,3,W,22,4,,,INT201803,,,,,,
KAH,2020,kah2001,33,1,BPLE,SNA,13,464,,8,W,22,9,,,INT201803,,,,,,
KAH,2020,kah2001,33,1,BPLE,SNA,14,465,,11,W,22,12,,,INT201803,,,,,,
KAH,2020,kah2001,33,1,BPLE,SNA,15,466,,12,W,22,13,,,INT201803,,,,,,
KAH,2020,kah2001,33,1,BPLE,SNA,16,467,,12,W,22,13,,,INT201803,,,,,,
KAH,2020,kah2001,33,1,BPLE,SNA,17,468,,15,W,22,16,,,INT201803,,,,,,
KAH,2020,kah2001,33,1,BPLE,SNA,18,469,,5,W,22,6,,,INT201803,,,,,,
KAH,2020,kah2001,33,1,BPLE,SNA,19,470,,6,W,22,7,,,INT201803,,,,,,
KAH,2020,kah2001,33,1,BPLE,SNA,20,471,,3,W,22,4,,,INT201803,,,,,,
KAH,2020,kah2001,33,1,BPLE,SNA,21,472,,14,W,22,15,,,INT201803,,,,,,
KAH,2020,kah2001,33,1,BPLE,SNA,22,473,,3,W,22,4,,,INT201803,,,,,,
KAH,2020,kah2001,34,1,BPLE,SNA,2,474,,13,W,22,14,,,INT201803,,,,,,
KAH,2020,kah2001,34,1,BPLE,SNA,3,475,,11,W,22,12,,,INT201803,,,,,,
KAH,2020,kah2001,34,1,BPLE,SNA,4,476,,8,W,22,9,,,INT201803,,,,,,
KAH,2020,kah2001,34,1,BPLE,SNA,6,477,,4,W,22,5,,,INT201803,,,,,,
KAH,2020,kah2001,34,1,BPLE,SNA,10,478,,19,W,22,20,,,INT201803,,,,,,
KAH,2020,kah2001,34,1,BPLE,SNA,11,479,,3,W,22,4,,,INT201803,,,,,,
KAH,2020,kah2001,34,1,BPLE,SNA,12,480,,3,W,22,4,,,INT201803,,,,,,
KAH,2020,kah2001,35,1,BPLE,SNA,1,481,,8,W,22,9,,,INT201803,,,,,,
KAH,2020,kah2001,35,1,BPLE,SNA,2,482,,15,W,22,16,,,INT201803,,,,,,
KAH,2020,kah2001,35,1,BPLE,SNA,3,483,,5,W,22,6,,,INT201803,,,,,,
KAH,2020,kah2001,35,1,BPLE,SNA,6,484,,12,W,22,13,,,INT201803,,,,,,
KAH,2020,kah2001,36,1,BPLE,SNA,1,485,,3,W,22,4,,,INT201803,,,,,,
KAH,2020,kah2001,36,1,BPLE,SNA,3,486,,5,W,22,6,,,INT201803,,,,,,
KAH,2020,kah2001,37,1,BPLE,SNA,2,487,,16,W,22,17,,,INT201803,,,,,,
KAH,2020,kah2001,37,1,BPLE,SNA,3,488,,7,W,22,8,,,INT201803,,,,,,
KAH,2020,kah2001,37,1,BPLE,SNA,4,489,,2,W,22,3,,,INT201803,,,,,,
KAH,2020,kah2001,37,1,BPLE,SNA,5,490,,6,W,22,7,,,INT201803,,,,,,
KAH,2020,kah2001,37,1,BPLE,SNA,6,491,,12,W,22,13,,,INT201803,,,,,,
KAH,2020,kah2001,37,1,BPLE,SNA,9,492,,16,W,22,17,,,INT201803,,,,,,
KAH,2020,kah2001,37,1,BPLE,SNA,11,493,,17,W,22,18,,,INT201803,,,,,,
KAH,2020,kah2001,37,1,BPLE,SNA,13,494,,13,W,22,14,,,INT201803,,,,,,
KAH,2020,kah2001,37,1,BPLE,SNA,14,495,,6,W,22,7,,,INT201803,,,,,,
KAH,2020,kah2001,37,1,BPLE,SNA,17,496,,20,W,22,21,,,INT201803,,,,,,
KAH,2020,kah2001,38,1,BPLE,SNA,2,497,,15,W,22,16,,,INT201803,,,,,,
KAH,2020,kah2001,39,1,BPLE,SNA,1,498,,13,W,22,14,,,INT201803,,,,,,
KAH,2020,kah2001,39,1,BPLE,SNA,4,499,,5,W,22,6,,,INT201803,,,,,,
KAH,2020,kah2001,39,1,BPLE,SNA,5,500,,8,W,22,9,,,INT201803,,,,,,
KAH,2020,kah2001,39,1,BPLE,SNA,8,501,,7,W,22,8,,,INT201803,,,,,,
KAH,2020,kah2001,39,1,BPLE,SNA,10,502,,5,W,22,6,,,INT201803,,,,,,
KAH,2020,kah2001,39,1,BPLE,SNA,11,503,,8,W,22,9,,,INT201803,,,,,,
KAH,2020,kah2001,39,1,BPLE,SNA,13,504,,7,W,22,8,,,INT201803,,,,,,
KAH,2020,kah2001,39,1,BPLE,SNA,14,505,,7,W,22,8,,,INT201803,,,,,,
KAH,2020,kah2001,39,1,BPLE,SNA,16,506,,8,W,22,9,,,INT201803,,,,,,
KAH,2020,kah2001,39,1,BPLE,SNA,19,507,,7,W,22,8,,,INT201803,,,,,,
KAH,2020,kah2001,39,1,BPLE,SNA,20,508,,5,W,22,6,,,INT201803,,,,,,
KAH,2020,kah2001,39,1,BPLE,SNA,21,509,,20,W,22,21,,,INT201803,,,,,,
KAH,2020,kah2001,39,1,BPLE,SNA,22,510,,2,W,22,3,,,INT201803,,,,,,
KAH,2020,kah2001,39,1,BPLE,SNA,23,511,,0,W,22,1,,,INT201803,,,,,,
KAH,2020,kah2001,40,1,BPLE,SNA,2,512,,7,W,22,8,,,INT201803,,,,,,
KAH,2020,kah2001,40,1,BPLE,SNA,5,513,,8,W,22,9,,,INT201803,,,,,,
KAH,2020,kah2001,40,1,BPLE,SNA,7,514,,11,W,22,12,,,INT201803,,,,,,
KAH,2020,kah2001,40,1,BPLE,SNA,8,515,,12,W,22,13,,,INT201803,,,,,,
KAH,2020,kah2001,41,1,BPLE,SNA,1,516,,12,W,22,13,,,INT201803,,,,,,
KAH,2020,kah2001,41,1,BPLE,SNA,2,517,,5,W,22,6,,,INT201803,,,,,,
KAH,2020,kah2001,41,1,BPLE,SNA,7,518,,6,W,22,7,,,INT201803,,,,,,
KAH,2020,kah2001,41,1,BPLE,SNA,8,519,,9,W,22,10,,,INT201803,,,,,,
KAH,2020,kah2001,41,1,BPLE,SNA,10,520,,6,W,22,7,,,INT201803,,,,,,
KAH,2020,kah2001,41,1,BPLE,SNA,13,521,,6,W,22,7,,,INT201803,,,,,,
KAH,2020,kah2001,41,1,BPLE,SNA,14,522,,3,W,22,4,,,INT201803,,,,,,
KAH,2020,kah2001,41,1,BPLE,SNA,16,523,,9,W,22,10,,,INT201803,,,,,,
KAH,2020,kah2001,42,1,BPLE,SNA,1,524,,7,W,22,8,,,INT201803,,,,,,
KAH,2020,kah2001,42,1,BPLE,SNA,2,525,,7,W,22,8,,,INT201803,,,,,,
KAH,2020,kah2001,42,1,BPLE,SNA,3,526,,10,W,22,11,,,INT201803,,,,,,
KAH,2020,kah2001,42,1,BPLE,SNA,4,527,,9,W,22,10,,,INT201803,,,,,,
KAH,2020,kah2001,42,1,BPLE,SNA,5,528,,9,W,22,10,,,INT201803,,,,,,
KAH,2020,kah2001,42,1,BPLE,SNA,6,529,,4,W,22,5,,,INT201803,,,,,,
KAH,2020,kah2001,42,1,BPLE,SNA,7,530,,6,W,22,7,,,INT201803,,,,,,
KAH,2020,kah2001,42,1,BPLE,SNA,8,531,,10,W,22,11,,,INT201803,,,,,,
KAH,2020,kah2001,42,1,BPLE,SNA,9,532,,16,W,22,17,,,INT201803,,,,,,
KAH,2020,kah2001,42,1,BPLE,SNA,10,533,,12,W,22,13,,,INT201803,,,,,,
KAH,2020,kah2001,42,1,BPLE,SNA,13,534,,5,W,22,6,,,INT201803,,,,,,
KAH,2020,kah2001,42,1,BPLE,SNA,14,535,,6,W,22,7,,,INT201803,,,,,,
KAH,2020,kah2001,42,1,BPLE,SNA,15,536,,11,W,22,12,,,INT201803,,,,,,
KAH,2020,kah2001,43,1,BPLE,SNA,1,537,,12,W,22,13,,,INT201803,,,,,,
KAH,2020,kah2001,43,1,BPLE,SNA,2,538,,9,W,22,10,,,INT201803,,,,,,
KAH,2020,kah2001,43,1,BPLE,SNA,3,539,,6,W,22,7,,,INT201803,,,,,,
