origin,    yr,trip_code,areas                                   ,species,room                                              ,sub_loc                                           ,status                   ,status_date,comments
KAH,2020,kah2001,BPLE,SNA,NIWA - GRETA POINT - MAIN STORE - OTOLITH CAGE,,CATALOGUED,14-Aug-20,proj_code=INT201803. data from trawl
